Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1292
Scope 1/1, Sample 1/4 (20190121_T0)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-0.4,17.2,NaN,,
0.0010,1,-0.5,17.2,0.0010,,
0.0025,2,-0.6,17.2,0.0015,,
0.0050,3,-0.5,17.2,0.0025,,
0.0090,4,-0.1,17.2,0.0035,,
0.0150,5,0.1,17.2,0.0055,,
0.0235,6,1.9,17.2,0.0075,,
0.0320,7,3.9,17.2,0.0070,,
0.0405,8,5.7,17.2,0.0075,,
0.0480,9,7.1,17.2,0.0070,,
0.0565,10,8.7,17.2,0.0075,,
0.0650,11,10.3,17.2,0.0075,,
0.0735,12,11.5,17.2,0.0075,,
0.0815,13,12.6,17.2,0.0075,,
0.0900,14,13.6,17.2,0.0075,,
0.0975,15,14.5,17.2,0.0070,,
0.1060,16,15.2,17.2,0.0075,,
0.1145,17,15.9,17.2,0.0075,,
0.1230,18,16.8,17.2,0.0075,,
0.1315,19,17.7,17.2,0.0075,,
0.1400,20,18.3,17.2,0.0085,,
0.1475,21,19.1,17.2,0.0070,,
0.1560,22,20.0,17.2,0.0075,,
0.1640,23,20.6,17.2,0.0075,,
0.1725,24,21.3,17.2,0.0075,,
0.1810,25,22.1,17.2,0.0075,,
0.1895,26,23.3,17.2,0.0075,,
0.1970,27,24.3,17.2,0.0070,,
0.2055,28,25.0,17.2,0.0075,,
0.2140,29,26.0,17.2,0.0075,,
0.2225,30,26.5,17.2,0.0075,,
0.2310,31,26.9,17.2,0.0075,,
0.2390,32,27.7,17.2,0.0075,,
0.2470,33,28.5,17.2,0.0075,,
0.2550,34,29.1,17.2,0.0075,,
0.2635,35,29.6,17.2,0.0075,,
0.2720,36,30.1,17.2,0.0075,,
0.2805,37,30.7,17.2,0.0075,,
0.2880,38,31.4,17.2,0.0075,,
0.2965,39,31.8,17.2,0.0075,,
0.3050,40,32.7,17.2,0.0075,,
0.3135,41,33.4,17.2,0.0075,,
0.3220,42,33.9,17.2,0.0075,,
0.3300,43,34.2,17.2,0.0075,,
