Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1290
Scope 1/1, Sample 1/3 (20190121_Junk)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-65.0,14.3,NaN,,
0.0010,1,-65.0,14.4,0.0010,,
0.0025,2,-65.0,14.4,0.0015,,
0.0050,3,-64.9,14.4,0.0020,,
0.0090,4,-64.8,14.4,0.0035,,
0.0150,5,-64.3,14.4,0.0055,,
0.0235,6,-63.5,14.4,0.0075,,
0.0320,7,-62.0,14.4,0.0075,,
0.0405,8,-60.2,14.4,0.0075,,
0.0490,9,-58.2,14.4,0.0075,,
0.0565,10,-56.0,14.4,0.0070,,
0.0650,11,-53.6,14.4,0.0075,,
0.0735,12,-50.9,14.4,0.0075,,
0.0820,13,-47.9,14.4,0.0075,,
0.0900,14,-44.5,14.4,0.0075,,
0.0985,15,-41.6,14.4,0.0075,,
0.1060,16,-37.3,14.4,0.0070,,
0.1145,17,-33.0,14.4,0.0075,,
0.1230,18,-28.4,14.4,0.0075,,
0.1315,19,-23.2,14.4,0.0075,,
0.1400,20,-18.0,14.4,0.0075,,
0.1485,21,-13.5,14.4,0.0075,,
0.1560,22,-9.1,14.4,0.0070,,
0.1645,23,-5.0,14.4,0.0075,,
0.1725,24,-1.7,14.4,0.0075,,
0.1810,25,0.6,14.4,0.0075,,
0.1895,26,2.6,14.4,0.0075,,
0.1980,27,4.0,14.4,0.0075,,
0.2055,28,5.4,14.4,0.0070,,
0.2140,29,6.7,14.4,0.0075,,
0.2225,30,8.3,14.4,0.0075,,
0.2310,31,9.7,14.4,0.0075,,
0.2390,32,10.6,14.4,0.0075,,
0.2475,33,11.5,14.4,0.0075,,
0.2550,34,12.8,14.4,0.0070,,
0.2635,35,14.1,14.4,0.0075,,
0.2720,36,15.5,14.4,0.0075,,
0.2805,37,16.7,14.4,0.0075,,
0.2890,38,17.5,14.4,0.0075,,
0.2975,39,18.3,14.4,0.0075,,
0.3050,40,18.8,14.4,0.0070,,
0.3135,41,19.3,14.4,0.0075,,
0.3215,42,20.0,14.4,0.0075,,
0.3300,43,21.2,14.4,0.0075,,
0.3385,44,22.0,14.4,0.0075,,
0.3470,45,23.0,14.4,0.0075,,
0.3545,46,23.6,14.4,0.0070,,
0.3630,47,24.1,14.4,0.0075,,
0.3715,48,24.7,14.4,0.0075,,
0.3800,49,25.2,14.4,0.0075,,
0.3880,50,26.5,14.4,0.0075,,
0.3965,51,27.2,14.4,0.0075,,
0.4040,52,27.9,14.4,0.0070,,
0.4125,53,28.4,14.4,0.0075,,
0.4210,54,29.1,14.4,0.0075,,
0.4295,55,29.8,14.4,0.0075,,
0.4380,56,30.4,14.4,0.0075,,
0.4455,57,31.1,14.4,0.0070,,
