Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1341
Scope 1/1, Sample 1/9 (20190205_heathstack)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-51.0,9.8,NaN,,
0.0010,1,-51.2,9.8,0.0010,,
0.0025,2,-51.2,9.8,0.0015,,
0.0050,3,-51.1,9.8,0.0025,,
0.0090,4,-50.9,9.8,0.0035,,
0.0150,5,-50.2,9.8,0.0055,,
0.0235,6,-49.1,9.8,0.0075,,
0.0320,7,-47.1,9.8,0.0075,,
0.0395,8,-44.7,9.8,0.0075,,
0.0480,9,-41.2,9.8,0.0075,,
0.0565,10,-37.4,9.8,0.0075,,
0.0650,11,-33.3,9.8,0.0075,,
0.0735,12,-28.5,9.8,0.0075,,
0.0815,13,-24.2,9.8,0.0080,,
0.0895,14,-19.1,9.8,0.0080,,
0.0975,15,-14.3,9.8,0.0075,,
0.1060,16,-9.9,9.8,0.0075,,
0.1145,17,-5.7,9.8,0.0075,,
0.1230,18,-1.6,9.8,0.0075,,
0.1305,19,1.2,9.8,0.0075,,
0.1390,20,4.1,9.8,0.0085,,
0.1475,21,6.6,9.8,0.0075,,
0.1560,22,8.8,9.8,0.0075,,
0.1640,23,11.0,9.8,0.0075,,
0.1725,24,12.9,9.8,0.0075,,
0.1805,25,14.1,9.8,0.0080,,
0.1885,26,15.4,9.8,0.0080,,
0.1970,27,16.6,9.9,0.0075,,
0.2055,28,17.7,9.9,0.0075,,
0.2140,29,18.7,9.9,0.0075,,
0.2225,30,19.7,9.9,0.0075,,
0.2300,31,20.7,9.9,0.0075,,
0.2385,32,21.8,9.9,0.0085,,
0.2470,33,22.9,9.9,0.0075,,
0.2550,34,24.1,9.9,0.0075,,
0.2635,35,25.2,9.9,0.0075,,
0.2720,36,26.2,9.9,0.0075,,
0.2795,37,27.0,9.9,0.0075,,
0.2880,38,27.9,9.9,0.0085,,
0.2965,39,28.7,9.9,0.0075,,
0.3050,40,29.6,9.9,0.0075,,
0.3135,41,30.4,9.9,0.0075,,
0.3220,42,31.1,9.9,0.0075,,
0.3295,43,32.0,9.9,0.0075,,
0.3375,44,33.1,9.9,0.0080,,
0.3460,45,34.0,9.9,0.0075,,
0.3545,46,34.8,9.9,0.0075,,
0.3630,47,36.0,9.9,0.0075,,
0.3715,48,36.8,9.9,0.0075,,
0.3790,49,37.5,9.9,0.0075,,
0.3875,50,38.2,9.9,0.0085,,
0.3960,51,38.7,9.9,0.0075,,
0.4045,52,39.2,9.9,0.0075,,
0.4125,53,39.7,9.9,0.0075,,
0.4210,54,40.3,9.9,0.0075,,
0.4285,55,40.7,9.9,0.0075,,
0.4370,56,41.2,9.9,0.0075,,
