"","Date.Time","TMP_T0","pH_T0","TMP_T4","pH_T4","TMP_T6","pH_T6","TMP_T5","pH_T5","TMP_T1","pH_T1","TMP_T7","pH_T7","TMP_T3","pH_T3","TMP_T2","pH_T2"
"4",2019-04-11 00:00:00,"13.3","3.79","13.2","3.80","13.0","7.47","13.1","7.11","13.1","7.76","13.1","7.75","13.1","7.64","13.1","7.78"
"5",2019-04-11 00:10:00,"13.3","3.79","13.2","3.80","13.0","7.47","13.1","7.09","13.1","7.77","13.1","7.75","13.1","7.64","13.1","7.78"
"6",2019-04-11 00:20:00,"13.3","3.79","13.2","3.80","13.0","7.48","13.1","7.07","13.1","7.77","13.1","7.76","13.1","7.64","13.1","7.79"
"7",2019-04-11 00:30:00,"13.3","3.79","13.2","3.80","13.0","7.48","13.1","7.07","13.1","7.77","13.1","7.76","13.1","7.65","13.1","7.79"
"8",2019-04-11 00:40:00,"13.3","3.79","13.2","3.80","13.0","7.44","13.1","7.11","13.1","7.77","13.0","7.76","13.1","7.65","13.0","7.79"
"9",2019-04-11 00:50:00,"13.3","3.79","13.2","3.80","13.0","7.35","13.1","7.09","13.1","7.77","13.1","7.77","13.1","7.65","13.0","7.79"
"10",2019-04-11 01:00:00,"13.3","3.79","13.2","3.80","13.0","7.28","13.1","7.07","13.1","7.77","13.1","7.77","13.1","7.65","13.0","7.79"
"11",2019-04-11 01:10:00,"13.3","3.79","13.2","3.80","13.0","7.25","13.1","7.09","13.1","7.77","13.1","7.77","13.1","7.65","13.0","7.79"
"12",2019-04-11 01:20:00,"13.3","3.79","13.2","3.80","13.0","7.23","13.1","7.09","13.1","7.77","13.1","7.77","13.1","7.65","13.0","7.79"
"13",2019-04-11 01:30:00,"13.3","3.79","13.2","3.80","13.0","7.22","13.1","7.07","13.1","7.77","13.1","7.78","13.1","7.65","13.0","7.79"
"14",2019-04-11 01:40:00,"13.3","3.79","13.2","3.80","13.0","7.22","13.1","7.07","13.1","7.78","13.1","7.78","13.1","7.66","13.0","7.79"
"15",2019-04-11 01:50:00,"13.3","3.79","13.2","3.80","13.0","7.22","13.1","7.09","13.1","7.78","13.1","7.78","13.1","7.66","13.0","7.79"
"16",2019-04-11 02:00:00,"13.3","3.79","13.2","3.80","13.0","7.21","13.0","7.09","13.1","7.78","13.1","7.78","13.1","7.66","13.0","7.80"
"17",2019-04-11 02:10:00,"13.3","3.79","13.1","3.80","13.0","7.21","13.0","7.07","13.1","7.78","13.1","7.78","13.1","7.66","13.0","7.80"
"18",2019-04-11 02:20:00,"13.3","3.79","13.1","3.80","13.0","7.22","13.0","7.07","13.1","7.78","13.1","7.78","13.0","7.66","13.0","7.80"
"19",2019-04-11 02:30:00,"13.2","3.79","13.1","3.80","13.0","7.23","13.0","7.08","13.0","7.78","13.1","7.78","13.0","7.66","13.0","7.80"
"20",2019-04-11 02:40:00,"13.2","3.79","13.1","3.80","13.0","7.22","13.0","7.09","13.0","7.78","13.1","7.78","13.0","7.66","12.9","7.80"
"21",2019-04-11 02:50:00,"13.2","3.79","13.1","3.80","13.0","7.22","13.0","7.08","13.0","7.78","13.1","7.78","13.0","7.66","12.9","7.80"
"22",2019-04-11 03:00:00,"13.2","3.79","13.1","3.80","13.0","7.22","13.0","7.07","13.0","7.78","13.1","7.79","13.0","7.67","12.9","7.80"
"23",2019-04-11 03:10:00,"13.2","3.79","13.1","3.80","13.0","7.21","13.0","7.07","13.0","7.78","13.1","7.79","13.0","7.67","12.9","7.80"
"24",2019-04-11 03:20:00,"13.2","3.79","13.1","3.80","12.9","7.22","13.0","7.09","13.0","7.79","13.1","7.79","13.0","7.67","12.9","7.80"
