Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1313
Scope 1/1, Sample 1/9 (20190128_6B)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-45.7,18.6,NaN,,
0.0005,1,-45.8,18.6,0.0005,,
0.0025,2,-45.8,18.6,0.0020,,
0.0050,3,-45.7,18.6,0.0025,,
0.0090,4,-45.5,18.6,0.0035,,
0.0150,5,-44.9,18.6,0.0055,,
0.0235,6,-43.5,18.6,0.0075,,
0.0320,7,-41.5,18.6,0.0085,,
0.0395,8,-38.9,18.6,0.0075,,
0.0480,9,-35.8,18.6,0.0085,,
0.0565,10,-32.2,18.6,0.0075,,
0.0650,11,-28.4,18.6,0.0075,,
0.0735,12,-24.2,18.6,0.0075,,
0.0810,13,-20.6,18.6,0.0075,,
0.0890,14,-16.2,18.6,0.0080,,
0.0975,15,-12.5,18.6,0.0085,,
0.1060,16,-9.5,18.6,0.0075,,
0.1145,17,-6.7,18.6,0.0075,,
0.1230,18,-4.4,18.6,0.0075,,
0.1305,19,-2.1,18.6,0.0075,,
0.1390,20,-0.1,18.6,0.0085,,
0.1475,21,1.1,18.6,0.0085,,
0.1555,22,2.7,18.6,0.0075,,
0.1640,23,4.0,18.6,0.0075,,
0.1725,24,5.6,18.6,0.0075,,
0.1800,25,6.6,18.6,0.0075,,
0.1885,26,7.7,18.6,0.0085,,
0.1970,27,8.6,18.6,0.0075,,
0.2055,28,9.6,18.6,0.0075,,
0.2140,29,10.7,18.7,0.0075,,
0.2225,30,11.7,18.6,0.0075,,
0.2300,31,12.6,18.6,0.0075,,
0.2385,32,13.5,18.6,0.0085,,
0.2465,33,14.4,18.6,0.0075,,
0.2550,34,15.3,18.7,0.0075,,
0.2635,35,16.3,18.7,0.0075,,
0.2720,36,17.0,18.6,0.0085,,
0.2795,37,17.8,18.7,0.0075,,
0.2880,38,18.7,18.6,0.0085,,
0.2965,39,19.5,18.7,0.0075,,
0.3050,40,20.3,18.7,0.0075,,
0.3130,41,21.4,18.7,0.0075,,
0.3215,42,22.3,18.7,0.0075,,
0.3290,43,22.8,18.7,0.0075,,
0.3375,44,23.4,18.7,0.0085,,
0.3460,45,24.2,18.7,0.0075,,
0.3545,46,24.9,18.7,0.0075,,
0.3630,47,25.7,18.7,0.0075,,
0.3715,48,26.4,18.7,0.0085,,
0.3790,49,27.2,18.7,0.0075,,
0.3875,50,28.0,18.7,0.0085,,
0.3955,51,28.9,18.7,0.0075,,
0.4040,52,29.7,18.7,0.0075,,
0.4125,53,30.5,18.7,0.0075,,
