Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1385
Scope 1/1, Sample 1/9 (20190222_T2)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-58.9,15.3,NaN,,
0.0010,1,-59.0,15.4,0.0010,,
0.0025,2,-59.0,15.4,0.0015,,
0.0050,3,-58.9,15.4,0.0025,,
0.0095,4,-58.8,15.4,0.0040,,
0.0150,5,-58.3,15.4,0.0050,,
0.0235,6,-57.3,15.4,0.0075,,
0.0320,7,-55.7,15.4,0.0075,,
0.0405,8,-53.8,15.4,0.0075,,
0.0490,9,-51.7,15.4,0.0075,,
0.0570,10,-49.1,15.4,0.0065,,
0.0650,11,-46.7,15.4,0.0075,,
0.0730,12,-43.9,15.4,0.0075,,
0.0815,13,-40.5,15.4,0.0075,,
0.0900,14,-36.8,15.4,0.0075,,
0.0985,15,-32.8,15.4,0.0070,,
0.1070,16,-28.9,15.4,0.0075,,
0.1145,17,-24.5,15.4,0.0070,,
0.1230,18,-19.9,15.4,0.0075,,
0.1315,19,-15.8,15.4,0.0075,,
0.1400,20,-12.2,15.4,0.0075,,
0.1480,21,-9.2,15.4,0.0075,,
0.1565,22,-6.8,15.4,0.0075,,
0.1640,23,-4.2,15.4,0.0070,,
0.1725,24,-1.3,15.4,0.0075,,
0.1810,25,0.3,15.4,0.0075,,
0.1895,26,2.2,15.4,0.0075,,
0.1980,27,3.9,15.4,0.0070,,
0.2055,28,5.4,15.4,0.0070,,
0.2140,29,6.6,15.4,0.0075,,
0.2225,30,7.8,15.4,0.0075,,
0.2310,31,9.3,15.4,0.0075,,
0.2390,32,10.6,15.4,0.0075,,
0.2475,33,11.8,15.4,0.0070,,
0.2550,34,12.9,15.4,0.0070,,
0.2635,35,13.9,15.4,0.0075,,
0.2720,36,14.9,15.4,0.0075,,
