Measurement Name :,20190207_resp_larvae_T2,,Generated On :,"07/02/2019, 17:09:09",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
07.02.19 16:10:19,0.55,284.21,288.31,291.51,288.31,286.49,289.68,290.6,287.4,289.23,289.68,286.03,284.21,292.43,289.23,291.51,278.77,291.06,292.89,293.8,287.4,300.71,303.95,287.86,288.77,,13,968,28,14.57,
07.02.19 16:10:34,0.8,284.67,288.31,291.51,289.23,286.95,287.86,288.31,290.6,291.06,290.14,286.49,284.67,289.68,286.03,291.06,276.52,290.6,292.89,293.8,288.31,302.56,308.12,285.12,289.23,,13,968,28,14.56,
07.02.19 16:10:49,1.05,284.67,286.95,291.97,289.23,289.23,288.31,290.6,285.12,291.51,288.77,286.49,282.4,290.14,289.23,292.89,278.32,293.35,291.06,293.35,285.58,301.17,308.12,285.58,286.49,,13,968,28,14.54,
07.02.19 16:11:04,1.3,282.85,287.86,290.6,288.77,287.4,289.23,291.06,286.95,291.51,291.06,285.58,285.12,289.68,288.77,292.43,279.68,289.68,291.06,292.89,286.95,298.4,306.73,283.76,289.68,,13,968,28,14.54,
07.02.19 16:11:19,1.55,283.76,288.31,291.06,287.86,288.31,289.23,290.6,286.03,289.23,289.23,286.95,284.21,292.43,287.4,292.89,278.77,292.43,292.43,293.35,286.49,296.56,306.73,282.85,286.95,,13,968,28,14.52,
07.02.19 16:11:34,1.8,283.76,288.31,289.68,286.49,288.77,287.86,288.31,289.23,289.68,287.86,286.49,284.21,291.51,290.6,291.51,276.52,291.97,290.6,291.97,282.4,299.32,309.05,284.21,283.76,,13,968,28,14.54,
07.02.19 16:11:49,2.05,283.76,284.21,289.23,286.03,290.6,286.95,289.68,286.49,290.14,289.68,286.95,284.21,287.86,288.77,291.97,279.23,290.6,289.68,289.68,285.12,302.56,304.41,285.12,280.58,,13,968,28,14.52,
07.02.19 16:12:05,2.32,281.49,287.4,290.14,289.23,288.77,286.49,291.51,288.31,289.23,289.23,285.12,282.4,288.77,288.31,290.14,277.87,292.43,292.89,292.89,286.49,295.18,309.05,284.67,288.31,,13,968,28,14.52,
07.02.19 16:12:20,2.57,282.85,287.86,291.97,286.95,286.95,288.31,288.77,289.23,289.23,291.06,285.58,283.31,290.14,288.77,291.51,276.52,292.89,291.06,291.06,287.4,301.17,306.73,285.12,283.76,,13,968,28,14.5,
07.02.19 16:12:35,2.82,281.94,286.03,287.86,286.03,286.49,287.86,290.6,285.58,287.86,288.31,282.85,281.49,291.51,288.77,292.89,278.32,288.77,291.06,290.14,284.67,299.79,303.95,284.21,287.4,,13,968,28,14.5,
07.02.19 16:12:50,3.07,282.85,287.4,289.68,286.03,284.67,286.95,289.68,288.77,290.14,289.68,285.12,281.94,288.77,288.31,287.86,276.06,291.51,291.06,293.35,285.12,299.79,306.73,283.76,286.03,,13,968,28,14.5,
07.02.19 16:13:05,3.32,281.49,284.67,288.31,286.03,287.4,286.03,290.14,287.86,290.6,290.6,284.67,283.76,290.14,289.68,291.51,279.68,291.51,291.06,294.26,281.04,295.18,308.12,286.49,283.76,,13,968,28,14.47,
07.02.19 16:13:20,3.57,281.94,285.12,289.23,286.49,287.4,285.58,291.51,287.86,289.23,289.23,284.67,281.94,291.06,289.68,291.51,274.26,289.68,293.35,291.97,284.67,301.17,309.05,287.4,283.76,,13,968,28,14.47,
07.02.19 16:13:35,3.82,281.04,285.12,288.31,285.12,283.76,286.49,289.23,286.49,287.86,290.14,287.4,281.94,290.14,287.4,290.14,274.71,288.31,289.23,293.35,281.04,297.94,306.26,284.67,286.03,,13,968,28,14.47,
07.02.19 16:13:50,4.07,280.58,287.4,290.6,286.03,287.4,287.86,290.14,286.95,286.49,289.23,286.49,282.4,290.14,290.14,290.14,275.16,287.86,287.86,292.43,284.67,299.32,305.34,282.4,281.49,,13,968,28,14.45,
07.02.19 16:14:05,4.32,281.94,283.31,288.31,285.58,286.03,286.03,288.77,287.86,290.14,287.4,283.31,283.31,287.86,288.31,289.68,274.71,291.06,288.77,291.06,284.67,296.56,308.12,285.58,283.31,,13,968,28,14.45,
07.02.19 16:14:20,4.57,281.04,284.21,288.77,285.58,288.31,286.95,289.68,285.58,288.77,286.95,284.67,280.58,287.86,288.31,289.68,275.61,287.86,289.68,292.43,282.85,297.02,308.12,283.76,282.85,,13,968,28,14.43,
07.02.19 16:14:35,4.82,280.13,285.58,289.23,285.12,288.31,286.95,290.14,286.95,288.77,289.23,284.21,283.31,286.95,286.95,290.14,273.36,287.86,289.68,295.18,284.21,298.4,305.34,283.76,284.21,,13,968,28,14.45,
07.02.19 16:14:50,5.07,277.87,283.31,289.23,285.58,286.49,286.49,289.23,286.49,288.31,287.4,286.03,282.85,289.23,288.77,290.14,274.26,291.06,288.77,292.43,286.03,295.18,307.66,283.31,280.58,,13,968,28,14.43,
07.02.19 16:15:05,5.32,279.68,285.58,288.31,285.12,285.58,287.4,287.4,284.21,286.95,288.31,283.76,280.58,287.4,288.77,291.97,273.81,290.14,288.77,291.97,282.4,296.56,306.26,285.58,284.67,,13,968,28,14.43,
07.02.19 16:15:20,5.57,279.68,286.49,289.23,284.67,286.03,285.58,289.23,286.95,287.4,288.31,282.4,281.04,288.77,288.77,288.77,274.26,291.51,288.31,290.6,285.58,292.43,304.41,285.58,285.12,,13,968,28,14.43,
07.02.19 16:15:35,5.82,279.68,284.21,289.23,286.49,283.76,285.58,286.95,284.67,287.86,287.4,284.67,282.4,291.06,285.12,287.86,276.06,289.68,291.06,289.23,284.21,295.64,305.34,286.03,286.95,,13,968,28,14.39,
07.02.19 16:15:50,6.07,279.23,284.21,288.77,286.03,286.95,286.49,287.86,284.21,288.31,286.95,283.31,278.32,289.23,288.77,288.77,275.16,288.31,287.86,292.43,283.76,296.56,302.56,279.68,284.67,,13,968,28,14.39,
07.02.19 16:16:05,6.32,280.13,284.21,286.49,285.58,285.12,286.95,288.31,285.12,287.86,288.31,284.21,281.04,287.4,287.4,290.14,276.52,286.49,288.77,289.68,283.31,302.09,302.56,284.67,282.85,,13,968,28,14.4,
07.02.19 16:16:20,6.57,279.68,285.12,286.49,282.85,287.4,284.21,289.68,283.31,286.95,289.23,284.67,281.49,290.14,287.86,287.86,275.61,290.14,289.23,290.6,285.58,297.94,305.34,282.85,285.58,,13,968,28,14.39,
07.02.19 16:16:35,6.82,279.68,284.67,287.86,285.12,283.76,285.58,287.86,286.49,286.49,287.4,284.21,282.4,290.14,287.4,290.6,273.36,290.14,287.86,294.26,285.12,300.71,301.63,286.49,282.4,,13,968,28,14.38,
07.02.19 16:16:50,7.07,279.23,282.4,287.86,284.21,286.95,286.03,286.95,284.67,286.03,288.31,284.21,281.94,288.31,286.49,289.23,274.71,291.06,288.77,291.51,286.03,296.56,303.95,285.12,283.31,,13,968,28,14.38,
07.02.19 16:17:05,7.32,280.13,284.21,288.31,285.12,284.21,283.76,287.86,282.4,286.95,287.4,282.4,281.04,287.86,286.49,289.68,276.52,288.31,288.77,289.68,283.31,293.8,301.63,286.03,280.58,,13,968,28,14.36,
07.02.19 16:17:20,7.57,279.23,284.21,288.31,283.76,284.67,285.12,287.86,284.21,286.95,288.31,285.58,281.04,287.4,286.95,289.23,272.01,288.31,288.31,293.8,280.58,299.32,302.56,283.31,283.31,,13,968,28,14.36,
07.02.19 16:17:35,7.82,279.23,284.21,287.86,283.31,286.49,285.12,286.95,285.12,285.12,286.49,286.03,282.4,289.68,283.76,289.23,275.61,286.49,287.86,290.6,280.13,299.32,304.87,283.31,278.77,,13,968,28,14.36,
07.02.19 16:17:50,8.07,279.68,283.31,286.95,282.85,284.67,285.12,287.86,283.76,286.95,287.86,283.76,280.58,286.49,285.58,287.86,275.16,288.31,286.95,292.43,283.76,299.32,304.87,283.76,285.12,,13,968,28,14.36,
07.02.19 16:18:05,8.32,278.77,283.31,287.86,284.21,284.21,284.67,286.95,284.67,285.58,287.4,284.21,280.58,289.23,283.76,291.06,273.81,286.03,289.23,289.68,285.12,295.18,301.63,284.67,280.58,,13,968,28,14.34,
07.02.19 16:18:20,8.57,278.77,283.76,286.03,283.31,284.67,284.21,286.49,282.85,284.67,287.86,283.76,280.13,287.4,284.21,288.31,271.56,287.4,288.77,290.14,282.85,294.72,304.87,280.58,285.58,,13,968,28,14.34,
07.02.19 16:18:35,8.82,277.87,282.85,287.86,284.67,285.58,284.67,286.03,284.21,285.58,287.86,284.21,281.49,286.49,287.4,288.77,272.46,288.31,287.86,291.97,283.31,295.18,302.56,285.58,286.95,,13,968,28,14.34,
07.02.19 16:18:50,9.07,277.87,284.21,286.03,284.67,284.21,285.12,286.49,283.31,285.58,287.4,281.94,280.13,287.4,283.76,288.77,272.91,285.12,287.86,289.68,284.21,296.56,301.63,284.21,285.58,,13,968,28,14.32,
07.02.19 16:19:05,9.32,279.23,282.85,286.03,283.76,283.31,284.67,285.12,281.94,284.67,287.86,282.4,280.13,288.31,284.21,286.49,272.91,286.49,287.86,290.14,282.4,296.56,307.66,283.31,283.31,,13,968,28,14.32,
07.02.19 16:19:20,9.57,279.23,282.85,286.95,283.31,285.12,284.67,285.12,283.31,285.12,285.12,283.31,280.13,288.31,285.58,286.49,272.01,286.49,285.58,291.97,282.4,295.18,303.95,284.21,283.76,,13,968,28,14.32,
07.02.19 16:19:35,9.82,280.13,283.31,285.58,283.76,284.21,284.67,285.12,284.21,286.49,287.4,282.4,278.77,288.31,285.12,289.23,271.11,290.14,287.4,291.06,283.76,293.8,302.56,282.4,281.04,,13,968,28,14.31,
07.02.19 16:19:50,10.07,278.77,283.76,284.67,282.4,285.58,281.94,285.12,284.21,284.21,286.49,284.21,279.23,287.4,283.76,289.23,272.01,289.68,287.4,292.43,281.49,294.72,302.56,282.85,284.67,,13,968,28,14.31,
07.02.19 16:20:05,10.32,278.77,282.85,287.4,282.4,282.85,284.67,286.49,283.31,286.49,286.03,283.76,278.77,288.31,285.12,286.49,271.56,288.31,287.86,290.14,279.23,296.56,309.05,281.94,283.31,,13,968,28,14.31,
07.02.19 16:20:20,10.57,279.23,282.85,286.49,284.21,284.67,284.67,285.12,284.21,285.58,286.95,283.76,279.23,287.4,286.03,289.68,275.16,287.4,290.14,292.89,282.4,295.18,302.56,281.94,279.23,,13,968,28,14.29,
07.02.19 16:20:35,10.82,276.97,281.04,286.49,283.31,282.4,282.85,285.58,283.76,286.03,286.49,282.4,280.13,287.86,285.58,286.03,275.16,286.95,288.77,290.14,282.85,290.6,298.4,286.03,279.68,,13,968,28,14.29,
07.02.19 16:20:50,11.07,276.97,281.94,286.49,284.21,283.31,282.85,284.21,279.68,286.95,286.03,283.31,278.77,289.68,285.58,285.12,272.01,287.4,289.68,290.6,283.76,296.56,299.79,281.49,281.94,,13,968,28,14.29,
07.02.19 16:21:05,11.32,276.52,283.76,286.03,282.4,283.31,283.31,284.21,283.31,284.67,286.95,281.49,280.13,287.4,284.21,288.77,271.56,289.23,287.4,288.31,282.4,293.35,306.26,284.21,284.21,,13,968,28,14.29,
07.02.19 16:21:20,11.57,278.32,282.4,285.58,282.85,285.12,284.21,285.58,284.67,286.03,285.58,284.21,280.13,286.95,286.03,288.31,272.46,287.86,290.14,289.23,280.58,292.43,306.73,282.85,285.58,,13,968,28,14.27,
07.02.19 16:21:36,11.83,278.77,282.85,285.58,283.31,281.04,286.03,285.58,282.85,283.76,286.49,282.4,279.68,286.49,286.49,288.31,272.46,284.67,285.58,291.51,280.13,295.18,306.26,281.49,283.76,,13,968,28,14.27,
07.02.19 16:21:51,12.08,278.32,282.4,286.03,282.4,282.85,282.4,283.31,281.49,284.67,285.12,281.49,281.94,286.03,284.21,286.03,269.77,284.21,286.49,288.77,281.49,296.1,303.48,281.04,281.49,,13,968,28,14.25,
07.02.19 16:22:06,12.33,278.32,282.4,286.49,282.4,282.85,281.49,284.67,282.4,282.85,286.49,281.49,279.23,286.49,285.12,285.58,272.01,286.49,286.95,288.31,279.23,296.56,303.48,282.85,282.85,,13,968,28,14.27,
07.02.19 16:22:21,12.58,278.32,281.04,286.95,281.94,282.85,283.76,282.4,282.4,284.21,284.67,282.85,281.49,286.95,285.58,288.31,272.91,285.12,287.4,290.6,280.58,293.8,303.95,281.94,284.67,,13,968,28,14.25,
07.02.19 16:22:36,12.83,277.42,283.31,285.12,282.85,281.94,283.31,284.21,281.04,284.67,283.76,282.4,278.32,285.58,282.85,284.21,272.91,285.58,285.58,286.49,279.23,297.94,301.17,283.31,286.03,,13,968,28,14.25,
07.02.19 16:22:51,13.08,276.52,281.49,283.76,282.85,281.49,283.31,283.31,282.4,284.21,286.49,281.94,280.58,286.49,285.12,283.76,273.36,288.31,285.58,290.6,282.85,293.8,301.17,285.12,282.85,,13,968,28,14.25,
07.02.19 16:23:06,13.33,276.52,281.94,286.49,282.85,282.4,283.31,283.76,281.94,282.85,284.67,280.58,280.13,286.49,282.4,285.58,272.01,284.67,286.03,290.6,281.04,293.35,301.17,282.4,283.31,,13,968,28,14.23,
07.02.19 16:23:21,13.58,277.42,282.4,285.12,282.4,281.04,283.31,284.21,282.85,283.76,282.4,282.85,278.77,283.31,285.58,287.86,271.11,283.76,285.12,289.68,280.13,293.8,301.17,282.4,285.12,,13,968,28,14.23,
07.02.19 16:23:36,13.83,276.06,281.04,285.12,282.4,284.67,284.21,284.67,283.31,281.04,285.58,282.4,279.23,285.58,283.76,286.03,273.81,286.49,285.58,287.86,281.94,293.8,301.17,282.4,277.87,,13,968,28,14.23,
07.02.19 16:23:51,14.08,276.97,281.49,283.76,281.49,282.4,281.04,283.31,283.31,285.12,285.12,281.04,279.68,282.85,281.94,287.86,272.01,284.21,287.86,286.49,281.94,298.86,302.09,280.13,275.16,,13,968,28,14.22,
07.02.19 16:24:06,14.33,276.97,281.94,286.03,281.94,282.4,281.49,285.12,281.94,286.95,285.12,283.31,279.68,288.31,283.31,286.49,272.91,286.95,285.58,288.31,279.23,292.43,302.56,281.94,276.97,,13,968,28,14.22,
07.02.19 16:24:21,14.58,276.52,280.58,284.21,281.04,283.31,283.76,282.85,281.94,282.85,284.21,279.68,276.06,284.67,284.21,284.67,270.67,284.21,284.67,289.68,283.76,296.56,298.4,282.85,278.32,,13,968,28,14.22,
07.02.19 16:24:36,14.83,277.87,280.58,285.12,281.49,281.94,281.94,285.12,281.49,281.94,284.21,279.23,281.94,285.12,284.21,285.58,270.67,284.67,284.67,291.51,277.87,299.32,302.56,283.31,276.06,,13,968,28,14.22,
07.02.19 16:24:51,15.08,276.52,282.4,286.49,281.49,281.94,281.94,282.85,282.4,281.94,284.21,280.13,280.13,284.21,282.4,285.12,269.32,285.58,286.03,288.77,278.77,293.35,302.56,282.4,276.52,,13,968,28,14.2,
07.02.19 16:25:06,15.33,275.61,281.49,285.12,283.31,280.13,281.49,285.58,281.04,281.94,282.4,281.49,279.23,285.58,283.31,286.03,268.42,287.86,286.03,288.77,276.97,296.1,299.79,283.31,285.12,,13,968,28,14.2,
07.02.19 16:25:21,15.58,275.61,281.94,285.12,281.49,281.04,281.94,282.4,281.04,282.4,283.31,278.32,279.68,284.67,282.85,282.85,270.22,285.12,286.03,286.49,281.04,291.97,303.48,281.04,280.13,,13,968,28,14.18,
07.02.19 16:25:36,15.83,276.52,281.49,284.21,281.49,281.04,281.94,283.76,281.04,283.31,283.31,279.68,276.97,286.49,284.21,284.67,271.56,281.04,286.49,288.77,280.58,297.94,302.56,280.58,278.77,,13,968,28,14.2,
07.02.19 16:25:51,16.08,276.52,279.68,285.12,281.49,281.04,281.94,282.85,281.49,284.21,284.21,280.58,276.06,285.58,282.85,286.95,271.56,284.67,286.03,285.12,277.87,295.18,301.17,282.85,280.58,,13,968,28,14.2,
07.02.19 16:26:06,16.33,274.26,280.13,285.12,281.94,280.13,281.94,282.85,281.94,283.31,282.4,281.04,278.32,286.03,281.94,284.67,271.56,285.12,286.03,285.12,280.58,291.97,301.17,281.49,280.58,,13,968,28,14.18,
07.02.19 16:26:21,16.58,276.52,281.49,282.85,281.04,281.94,281.49,282.85,278.77,282.85,284.21,279.68,276.06,284.21,282.85,285.58,269.77,284.67,285.58,288.77,277.42,290.6,301.17,284.67,282.85,,13,968,28,14.18,
07.02.19 16:26:36,16.83,276.97,281.04,283.76,281.04,279.68,279.23,281.04,282.4,282.85,282.85,280.58,280.13,283.76,282.85,287.86,271.56,284.67,283.31,289.23,281.04,293.35,297.48,283.31,278.77,,13,968,28,14.18,
07.02.19 16:26:51,17.08,274.26,279.68,285.12,280.58,282.4,282.85,280.58,280.58,283.31,284.21,279.23,277.42,285.58,281.49,286.03,270.67,282.85,284.67,287.4,280.13,294.72,301.17,279.23,277.87,,13,968,28,14.18,
07.02.19 16:27:06,17.33,276.97,280.13,285.12,280.58,280.58,280.13,282.85,280.58,281.49,283.76,279.23,277.87,283.31,283.76,283.31,270.67,285.58,282.85,289.68,279.68,294.72,302.56,278.32,278.77,,13,968,28,14.16,
07.02.19 16:27:21,17.58,276.06,280.58,284.21,281.04,281.04,280.58,281.94,278.77,282.4,282.4,280.58,276.52,283.76,283.31,286.95,270.22,285.12,283.76,284.67,279.23,293.35,298.4,281.94,276.97,,13,968,28,14.18,
07.02.19 16:27:36,17.83,276.52,281.49,283.76,281.94,281.94,283.31,282.4,278.77,282.85,282.4,279.23,276.52,284.21,282.85,284.21,270.67,283.76,284.67,286.49,277.42,293.35,297.48,282.4,281.94,,13,968,28,14.15,
07.02.19 16:27:51,18.08,275.16,279.23,282.85,281.49,279.68,279.23,282.4,279.68,281.94,284.21,280.13,278.77,284.67,282.4,284.67,268.87,285.12,283.76,286.49,279.68,295.18,297.48,281.04,281.49,,13,968,28,14.15,
07.02.19 16:28:06,18.33,275.61,279.68,284.21,281.04,281.49,280.58,282.4,281.04,281.04,280.58,278.32,277.42,283.76,281.94,281.94,269.77,285.12,285.12,288.77,276.06,290.6,299.32,279.23,274.26,,13,968,28,14.14,
07.02.19 16:28:21,18.58,277.42,280.13,283.76,281.04,281.04,281.49,281.94,281.49,281.49,283.76,279.23,276.97,285.12,281.49,285.12,269.77,283.76,284.67,288.31,276.52,289.23,299.79,281.49,281.94,,13,968,28,14.14,
07.02.19 16:28:36,18.83,277.42,281.49,283.76,279.68,280.13,281.04,281.94,280.13,280.58,284.21,279.68,276.97,284.67,284.21,283.76,270.67,282.4,283.31,284.21,280.13,293.35,303.48,279.68,280.13,,13,968,28,14.14,
07.02.19 16:28:51,19.08,276.97,281.94,282.4,280.13,280.58,280.58,281.04,280.13,281.49,283.31,280.13,276.06,285.58,282.4,285.12,267.98,287.4,284.67,286.03,278.77,289.23,294.72,281.94,276.52,,13,968,28,14.13,
07.02.19 16:29:06,19.33,276.97,281.04,284.21,280.58,280.58,281.49,282.4,280.58,281.94,284.67,278.77,276.52,284.21,281.04,283.31,270.22,284.67,284.67,286.03,281.04,291.97,301.17,278.77,279.23,,13,968,28,14.14,
07.02.19 16:29:21,19.58,275.16,279.23,284.21,281.49,278.77,279.23,280.13,279.23,280.58,280.58,281.04,275.16,284.67,280.58,281.04,267.53,283.31,286.03,286.03,276.06,290.6,302.09,280.58,281.49,,13,968,28,14.13,
07.02.19 16:29:36,19.83,275.16,281.49,282.85,281.04,281.94,281.49,281.49,280.13,282.85,283.31,278.32,276.52,284.67,282.85,282.85,267.98,283.31,283.31,286.49,279.23,291.97,297.48,280.58,282.4,,13,968,28,14.13,
07.02.19 16:29:51,20.08,275.16,281.04,283.31,281.04,280.58,279.68,281.49,280.13,281.04,283.31,279.68,278.77,284.21,281.49,284.21,268.87,284.67,284.21,285.12,276.52,295.18,301.17,284.21,276.97,,13,968,28,14.13,
07.02.19 16:30:06,20.33,274.26,280.13,283.31,280.13,278.77,281.94,281.94,277.87,280.58,282.4,277.87,277.42,282.85,281.49,281.94,267.98,281.94,283.76,288.31,280.58,297.48,298.4,277.87,278.32,,13,968,28,14.11,
07.02.19 16:30:21,20.58,273.81,279.23,281.94,281.04,279.68,280.13,279.68,280.58,281.94,283.31,278.77,277.87,284.67,282.4,285.12,267.98,283.31,284.67,288.77,277.42,291.97,299.79,278.77,281.04,,13,968,28,14.11,
07.02.19 16:30:36,20.83,275.16,280.13,282.85,280.13,280.13,281.49,282.4,279.23,280.13,281.49,278.77,277.87,283.76,281.49,283.31,267.53,285.58,285.12,286.49,278.32,294.72,296.1,281.04,279.23,,13,968,28,14.11,
07.02.19 16:30:51,21.08,275.16,281.04,282.4,279.68,278.32,280.13,280.13,280.13,280.58,282.4,278.32,277.42,283.31,282.85,283.31,269.32,284.67,285.58,284.21,277.87,291.97,298.4,281.49,276.06,,13,968,28,14.09,
07.02.19 16:31:06,21.33,275.61,279.23,282.4,281.49,280.13,280.13,280.58,279.23,280.58,282.85,280.58,277.87,282.4,282.85,282.4,269.32,283.76,286.03,284.21,275.61,290.6,297.48,279.68,277.87,,13,968,28,14.09,
07.02.19 16:31:21,21.58,273.81,279.68,282.85,279.68,278.77,278.77,281.94,278.32,280.58,282.4,279.23,276.97,285.58,280.58,281.94,268.87,281.04,283.76,286.95,277.42,293.35,293.35,284.21,276.97,,13,968,28,14.09,
07.02.19 16:31:37,21.85,274.71,278.32,282.85,279.23,279.68,278.77,281.94,278.77,280.13,282.4,277.87,276.52,283.76,282.4,282.4,268.42,281.04,283.76,286.03,274.71,290.6,296.1,281.49,279.68,,13,968,28,14.07,
07.02.19 16:31:52,22.1,273.81,277.42,283.76,279.68,277.42,279.23,281.49,280.58,281.94,281.49,278.77,277.42,284.67,279.23,278.77,269.77,281.49,283.31,285.12,275.16,294.72,297.48,280.58,276.06,,13,968,28,14.07,
07.02.19 16:32:07,22.35,274.71,279.23,282.85,279.68,279.68,281.49,281.94,281.49,281.04,281.49,278.32,275.61,283.31,281.49,282.85,268.42,284.67,284.67,285.58,277.87,290.6,301.17,282.4,277.87,,13,968,28,14.07,
07.02.19 16:32:22,22.6,276.06,278.77,283.31,279.68,280.58,280.13,280.13,279.23,280.58,282.4,278.32,277.87,284.67,282.4,281.04,268.87,282.85,282.85,285.12,281.04,291.97,297.48,282.4,273.81,,13,968,28,14.07,
07.02.19 16:32:37,22.85,274.26,280.13,281.94,280.58,279.23,279.23,278.32,280.13,280.13,281.49,278.32,276.06,283.76,279.23,283.76,268.87,282.4,282.85,284.67,275.61,293.35,298.4,282.4,281.49,,13,968,28,14.07,
07.02.19 16:32:52,23.1,275.16,277.87,281.04,280.58,281.49,281.04,280.58,278.77,282.4,281.04,278.32,276.06,282.4,280.13,284.21,268.87,283.31,285.12,284.67,278.77,289.23,298.4,280.58,281.94,,13,968,28,14.06,
07.02.19 16:33:07,23.35,275.16,278.77,281.04,279.23,279.68,279.23,281.04,280.58,279.68,280.13,279.23,278.32,282.4,281.49,281.49,267.08,281.94,282.85,283.76,276.52,290.6,294.72,281.49,283.31,,13,968,28,14.07,
07.02.19 16:33:22,23.6,274.26,280.13,282.85,278.32,279.68,278.77,280.58,279.68,282.4,282.4,277.87,276.52,283.76,280.58,281.94,267.98,281.94,281.94,284.21,274.71,294.72,298.4,281.49,278.32,,13,968,28,14.06,
07.02.19 16:33:37,23.85,274.71,280.58,283.31,278.77,277.87,279.68,279.68,276.52,280.13,281.49,276.06,275.16,282.85,279.23,281.04,267.08,280.58,282.85,282.4,277.42,287.4,297.02,281.49,278.77,,13,968,28,14.06,
07.02.19 16:33:52,24.1,274.26,279.23,281.49,280.58,278.77,280.13,280.58,280.13,280.58,280.58,278.32,276.06,284.67,280.13,283.31,267.08,281.49,283.76,284.67,273.81,294.72,296.1,282.4,279.68,,13,968,28,14.04,
07.02.19 16:34:07,24.35,275.16,277.42,280.13,278.77,279.68,279.23,280.58,278.32,281.94,281.04,279.68,275.61,283.76,280.13,281.94,268.42,281.94,283.76,283.31,278.77,291.97,299.79,281.04,278.32,,13,968,28,14.04,
07.02.19 16:34:22,24.6,275.16,279.68,283.31,280.13,278.77,280.13,281.94,277.87,279.23,281.49,277.87,277.42,283.31,281.04,281.49,268.42,282.85,286.95,283.76,274.26,291.97,297.48,279.68,279.23,,13,968,28,14.04,
07.02.19 16:34:37,24.85,274.71,279.23,281.94,280.13,276.97,281.49,280.13,278.77,278.77,281.49,278.77,276.97,283.31,281.49,279.68,268.42,281.94,282.85,283.31,275.16,293.8,297.48,280.13,281.49,,13,968,28,14.04,
