Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1427
Scope 1/1, Sample 1/3 (20190326_JUNK)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-63.5,15.8,NaN,,
0.0010,1,-63.7,15.8,0.0010,,
0.0025,2,-63.6,15.8,0.0015,,
0.0050,3,-62.8,15.8,0.0025,,
0.0095,4,-60.6,15.8,0.0035,,
0.0150,5,-50.7,15.8,0.0050,,
0.0235,6,-44.2,15.8,0.0075,,
0.0320,7,-43.2,15.8,0.0075,,
0.0405,8,-38.6,15.8,0.0075,,
0.0490,9,-37.8,15.8,0.0075,,
0.0570,10,-30.1,15.8,0.0065,,
0.0650,11,-29.1,15.8,0.0075,,
0.0730,12,-25.2,15.8,0.0075,,
0.0815,13,-28.0,15.8,0.0075,,
0.0900,14,-23.4,15.8,0.0075,,
0.0985,15,-15.2,15.8,0.0075,,
0.1070,16,-9.9,15.8,0.0070,,
0.1145,17,-2.5,15.8,0.0070,,
0.1230,18,3.3,15.8,0.0075,,
0.1315,19,8.4,15.8,0.0075,,
0.1395,20,12.8,15.8,0.0075,,
0.1480,21,17.5,15.8,0.0075,,
0.1565,22,22.3,15.8,0.0070,,
0.1640,23,28.3,15.8,0.0070,,
0.1725,24,32.7,15.8,0.0075,,
0.1810,25,34.0,15.8,0.0075,,
0.1895,26,33.6,15.8,0.0075,,
0.1980,27,36.3,15.8,0.0075,,
0.2060,28,38.8,15.8,0.0065,,
0.2140,29,37.9,15.8,0.0075,,
0.2220,30,41.2,15.8,0.0075,,
0.2305,31,44.8,15.8,0.0075,,
0.2390,32,49.4,15.8,0.0075,,
0.2475,33,48.8,15.8,0.0075,,
0.2560,34,49.3,15.8,0.0070,,
0.2635,35,52.5,15.8,0.0070,,
0.2720,36,49.8,15.8,0.0075,,
0.2805,37,48.3,15.8,0.0075,,
0.2885,38,51.2,15.8,0.0075,,
0.2970,39,50.4,15.8,0.0075,,
0.3055,40,49.3,15.8,0.0070,,
0.3130,41,51.9,15.8,0.0070,,
0.3215,42,52.8,15.8,0.0075,,
0.3300,43,54.5,15.8,0.0075,,
0.3385,44,51.8,15.8,0.0075,,
0.3470,45,55.1,15.8,0.0075,,
0.3550,46,59.1,15.8,0.0065,,
0.3630,47,60.5,15.8,0.0075,,
0.3710,48,62.2,15.8,0.0075,,
0.3795,49,63.6,15.8,0.0075,,
0.3880,50,61.1,15.8,0.0075,,
0.3965,51,61.6,15.8,0.0075,,
0.4050,52,62.8,15.8,0.0070,,
0.4125,53,64.4,15.8,0.0070,,
0.4210,54,62.5,15.8,0.0075,,
0.4295,55,63.2,15.8,0.0075,,
0.4380,56,60.4,15.8,0.0075,,
0.4460,57,64.3,15.8,0.0065,,
0.4545,58,63.6,15.8,0.0075,,
0.4620,59,62.3,15.8,0.0070,,
0.4705,60,65.9,15.8,0.0075,,
0.4790,61,66.2,15.8,0.0075,,
0.4875,62,71.6,15.8,0.0075,,
0.4960,63,72.0,15.8,0.0070,,
0.5035,64,73.4,15.8,0.0070,,
0.5120,65,75.7,15.8,0.0075,,
0.5205,66,76.9,15.8,0.0075,,
0.5285,67,75.9,15.8,0.0075,,
0.5370,68,73.2,15.8,0.0075,,
0.5455,69,77.0,15.8,0.0070,,
0.5530,70,76.6,15.9,0.0070,,
0.5615,71,74.8,15.8,0.0075,,
0.5700,72,75.9,15.8,0.0075,,
0.5785,73,76.8,15.9,0.0075,,
0.5870,74,77.1,15.9,0.0075,,
0.5950,75,77.8,15.9,0.0065,,
0.6030,76,77.5,15.9,0.0075,,
0.6110,77,74.0,15.9,0.0075,,
0.6195,78,78.7,15.9,0.0075,,
0.6280,79,80.4,15.9,0.0075,,
0.6365,80,78.5,15.9,0.0075,,
0.6450,81,76.7,15.9,0.0070,,
0.6525,82,76.0,15.9,0.0070,,
0.6610,83,81.3,15.9,0.0075,,
0.6695,84,80.7,15.9,0.0075,,
0.6775,85,79.9,15.9,0.0075,,
0.6860,86,82.6,15.9,0.0075,,
0.6945,87,81.2,15.9,0.0070,,
0.7020,88,80.3,15.9,0.0070,,
0.7105,89,83.3,15.9,0.0075,,
0.7190,90,83.8,15.9,0.0075,,
0.7275,91,86.3,15.9,0.0075,,
0.7360,92,82.5,15.9,0.0070,,
0.7445,93,86.7,15.9,0.0070,,
0.7520,94,89.1,15.9,0.0070,,
0.7605,95,87.5,15.9,0.0075,,
0.7685,96,87.5,15.9,0.0075,,
0.7770,97,84.1,15.9,0.0075,,
0.7855,98,85.3,15.9,0.0075,,
