Measurement Name :,20190329_resp_3_T3,,Generated On :,"29/03/2019, 19:35:29",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
29.03.19 19:06:20,0.3,282.82,283.29,286.53,287.92,288.38,287.46,292.57,288.85,287.92,287.92,289.31,287.46,285.6,288.38,291.64,280.98,281.9,289.78,290.71,274.99,277.29,281.9,282.82,269.5,,12,968,29,14.57,
29.03.19 19:06:35,0.55,281.9,281.9,285.14,286.06,287.46,286.53,291.64,287.92,286.53,287.46,288.85,286.53,284.21,287.46,290.24,279.59,280.51,288.85,289.78,274.53,276.37,280.98,281.9,268.13,,12,968,29,14.63,
29.03.19 19:06:50,0.8,281.44,281.44,284.67,285.6,286.53,285.6,291.64,287.46,286.06,286.99,287.92,286.06,283.75,287.46,289.78,279.13,280.05,287.92,289.78,273.62,275.91,280.51,281.9,268.13,,12,968,29,14.68,
29.03.19 19:07:05,1.05,280.51,280.98,283.29,284.21,286.06,285.14,290.24,286.53,285.6,286.53,287.92,284.67,282.82,286.53,289.31,278.21,279.59,287.92,288.85,273.16,274.99,280.05,280.98,267.22,,12,968,29,14.7,
29.03.19 19:07:20,1.3,279.59,280.51,283.29,284.21,285.6,284.67,289.78,285.6,284.67,285.6,287.46,284.21,282.36,286.06,289.31,277.75,279.13,286.99,287.92,273.16,274.99,279.59,280.51,266.77,,12,968,29,14.72,
29.03.19 19:07:35,1.55,279.13,280.05,282.36,283.29,284.67,284.21,289.31,284.67,283.75,284.67,286.99,283.75,281.44,285.6,288.38,277.29,278.67,286.99,287.92,271.79,274.53,279.13,280.05,265.85,,12,968,29,14.77,
29.03.19 19:07:50,1.8,278.67,279.59,282.36,283.29,284.67,283.29,288.85,283.75,283.29,284.67,286.06,282.82,280.98,285.6,287.92,275.91,278.21,286.53,286.99,271.79,274.53,278.67,279.59,265.85,,12,968,29,14.77,
29.03.19 19:08:05,2.05,278.21,278.67,282.36,282.36,283.75,282.82,287.46,284.21,282.82,284.67,285.14,281.9,280.05,284.67,287.46,275.45,277.29,285.6,286.53,271.33,273.62,278.21,279.59,265.85,,12,968,29,14.79,
29.03.19 19:08:20,2.3,277.75,278.67,281.9,282.36,283.29,282.36,287.92,283.29,282.36,283.75,285.6,281.44,279.59,284.21,287.46,275.45,276.83,285.14,286.06,270.41,273.62,277.75,278.67,265.4,,12,968,29,14.82,
29.03.19 19:08:35,2.55,277.75,277.75,281.9,281.9,283.29,282.36,287.92,283.75,282.36,283.75,285.14,281.44,279.13,284.21,286.99,274.99,276.83,285.6,286.53,270.87,273.62,277.75,278.67,265.4,,12,968,29,14.84,
29.03.19 19:08:50,2.8,276.83,277.29,280.51,280.98,282.36,280.98,286.99,282.36,280.98,282.36,284.21,280.05,278.21,283.29,286.06,274.08,275.91,283.75,285.6,269.96,272.7,276.83,277.75,264.04,,12,968,29,14.86,
29.03.19 19:09:05,3.05,276.83,277.29,280.51,280.51,282.36,280.51,286.99,282.36,280.98,282.36,283.75,280.05,277.75,283.29,286.06,274.08,275.91,284.21,285.14,269.5,272.24,276.83,277.75,264.04,,12,968,29,14.88,
29.03.19 19:09:20,3.3,276.83,277.75,281.44,280.98,281.9,280.98,287.46,282.36,280.98,282.82,283.75,280.05,277.75,283.29,286.06,274.08,275.91,284.21,285.14,269.96,272.7,277.29,277.75,264.95,,12,968,29,14.89,
29.03.19 19:09:35,3.55,275.91,276.83,280.51,280.05,281.44,280.51,286.99,281.9,280.51,281.44,283.75,279.59,277.29,282.82,285.14,273.16,275.45,283.75,284.67,269.5,272.7,276.37,277.29,264.04,,12,968,29,14.91,
29.03.19 19:09:50,3.8,275.45,276.83,280.05,280.05,281.44,280.05,285.6,281.44,280.05,281.9,283.29,279.13,277.29,281.9,284.67,273.62,275.45,283.29,284.21,269.04,271.79,276.37,276.83,263.58,,12,968,29,14.93,
29.03.19 19:10:05,4.05,275.45,276.37,279.59,280.05,280.98,280.05,285.6,280.51,280.05,280.98,283.75,278.67,276.37,281.9,284.67,272.24,274.53,282.82,284.67,269.04,271.79,275.45,276.83,263.13,,12,968,29,14.93,
29.03.19 19:10:20,4.3,274.99,276.37,279.59,279.13,280.51,280.05,285.6,280.51,279.13,280.51,282.82,278.21,276.37,281.44,284.67,272.24,274.53,282.82,283.75,268.59,271.79,274.99,276.37,263.13,,12,968,29,14.93,
29.03.19 19:10:35,4.55,274.53,276.83,279.59,279.13,280.51,279.59,285.14,281.44,279.59,280.98,282.82,278.21,275.91,281.44,284.21,272.24,274.53,282.82,283.75,268.59,271.33,275.45,276.37,263.13,,12,968,29,14.95,
29.03.19 19:10:52,4.83,274.53,276.37,279.59,279.13,280.05,279.13,284.67,280.05,279.13,280.51,282.36,277.75,275.45,281.44,283.75,272.24,273.62,282.36,283.75,268.13,271.33,274.53,276.37,262.67,,12,968,29,14.95,
29.03.19 19:11:07,5.08,274.53,275.91,279.13,278.21,279.59,278.67,285.14,280.05,278.67,279.59,282.36,277.29,274.99,280.98,283.29,271.79,273.16,281.44,283.29,267.68,271.33,274.99,275.91,262.67,,12,968,29,14.95,
29.03.19 19:11:22,5.33,274.08,275.91,279.13,278.67,279.59,278.21,284.67,280.05,278.67,280.05,281.9,277.29,274.99,280.98,283.29,271.79,273.62,281.9,282.82,268.13,271.33,274.99,275.45,262.67,,12,968,29,14.97,
29.03.19 19:11:37,5.58,274.08,275.91,278.67,278.67,279.59,279.13,284.67,280.51,278.67,280.05,282.36,277.29,274.99,280.51,283.29,271.79,273.16,281.9,283.29,267.68,271.33,274.99,275.91,262.67,,12,968,29,14.95,
29.03.19 19:11:52,5.83,274.08,274.99,278.67,278.67,279.13,277.75,283.75,279.13,277.75,279.59,281.44,277.29,274.53,280.05,282.82,270.87,273.16,281.44,282.82,267.22,270.87,274.08,274.99,262.22,,12,968,29,14.97,
29.03.19 19:12:07,6.08,273.62,274.99,278.21,278.67,279.13,278.21,284.21,279.59,277.75,279.13,281.44,276.83,274.53,280.51,282.82,271.33,272.7,280.98,282.82,266.77,270.41,274.53,275.45,261.77,,12,968,29,14.97,
29.03.19 19:12:22,6.33,273.62,275.45,278.67,278.21,279.13,277.75,283.75,279.59,277.75,279.59,281.44,276.83,274.99,279.59,282.82,270.87,273.16,281.44,282.36,267.22,271.33,274.53,274.99,262.22,,12,968,29,14.97,
29.03.19 19:12:37,6.58,273.62,274.53,278.21,278.21,278.67,278.21,284.21,279.13,277.29,278.67,281.44,276.37,274.53,280.05,282.36,270.87,272.7,280.98,282.82,266.77,270.41,274.53,275.45,261.77,,12,968,29,14.98,
29.03.19 19:12:52,6.83,273.16,274.99,278.21,277.75,278.67,277.29,283.29,279.13,276.83,278.67,280.98,275.45,274.08,279.13,281.9,270.41,272.7,280.51,281.9,266.77,269.96,273.62,274.53,261.31,,12,968,29,14.98,
29.03.19 19:13:07,7.08,273.62,274.99,278.67,277.29,278.21,276.83,283.29,279.13,277.29,278.67,280.98,275.91,274.53,279.59,281.9,269.96,272.24,280.98,282.82,266.77,270.41,273.62,274.99,261.77,,12,968,29,14.97,
29.03.19 19:13:22,7.33,273.16,274.08,277.75,277.29,277.75,276.83,283.29,278.67,276.83,278.21,280.51,275.45,273.62,279.13,281.44,269.96,271.79,280.05,280.98,266.31,269.5,273.16,274.08,261.31,,12,968,29,14.98,
29.03.19 19:13:37,7.58,273.16,274.53,277.75,277.75,277.75,276.83,282.82,278.67,275.91,278.21,280.51,275.91,273.16,279.13,281.9,269.96,271.79,280.05,281.44,266.77,269.96,273.16,274.08,261.77,,12,968,29,15,
29.03.19 19:13:52,7.83,272.7,274.08,277.29,276.83,277.75,276.83,282.82,278.67,276.37,277.75,280.51,275.45,273.62,278.67,281.9,269.96,271.79,280.51,281.44,266.31,269.96,273.62,274.08,260.86,,12,968,29,15,
29.03.19 19:14:07,8.08,273.16,274.08,277.75,277.75,278.21,276.83,283.29,278.67,276.37,278.21,280.05,275.91,273.16,279.13,281.9,269.96,271.79,280.05,280.98,265.85,269.96,273.62,274.53,261.31,,12,968,29,14.97,
29.03.19 19:14:22,8.33,272.24,274.08,276.83,276.83,277.29,275.91,282.36,278.21,275.91,277.29,280.05,274.53,272.24,278.21,280.51,269.04,271.33,279.59,280.51,265.85,269.04,272.7,273.62,260.41,,12,968,29,15,
29.03.19 19:14:37,8.58,271.79,274.08,277.29,276.83,276.83,275.91,281.9,277.75,275.91,277.29,279.13,274.99,272.7,277.75,280.51,269.04,270.87,279.13,280.51,265.4,269.04,272.7,273.62,260.41,,12,968,29,14.98,
29.03.19 19:14:52,8.83,272.24,274.08,277.75,277.29,277.29,275.91,282.36,278.21,275.91,277.29,280.05,274.99,272.24,278.21,280.98,269.5,271.33,279.59,280.51,266.31,269.5,273.16,274.08,260.86,,12,968,29,14.97,
29.03.19 19:15:07,9.08,271.79,273.16,276.83,276.37,277.29,275.91,282.36,277.29,275.45,276.83,279.13,274.99,272.24,277.29,280.51,269.04,270.87,279.13,280.51,264.95,268.59,272.24,273.16,260.86,,12,968,29,14.98,
29.03.19 19:15:22,9.33,271.79,273.62,276.83,276.83,277.29,275.45,281.9,277.29,275.45,276.83,279.13,274.53,272.24,277.75,280.51,269.04,270.87,279.13,280.51,265.4,268.59,272.24,273.62,260.41,,12,968,29,14.97,
29.03.19 19:15:37,9.58,271.79,273.62,277.29,276.37,276.83,275.45,281.9,277.75,275.45,276.83,280.05,274.53,271.79,277.75,280.51,268.59,271.33,279.59,280.05,264.95,268.59,272.7,273.62,260.41,,12,968,29,14.97,
29.03.19 19:15:52,9.83,271.79,273.62,276.83,276.37,276.83,274.99,281.44,277.29,274.99,276.37,279.13,274.53,272.24,277.75,280.05,268.59,270.41,278.67,280.05,265.4,268.59,272.24,273.16,260.41,,12,968,29,14.97,
29.03.19 19:16:07,10.08,272.24,273.62,276.83,276.37,276.83,275.45,281.44,277.75,274.53,276.37,278.67,274.53,271.33,277.29,280.51,268.59,269.96,279.13,280.05,264.95,268.13,272.24,273.16,260.41,,12,968,29,14.97,
29.03.19 19:16:22,10.33,271.79,273.16,276.83,275.91,276.37,275.45,281.44,276.37,274.99,275.91,278.67,273.62,271.79,277.29,279.59,268.13,269.96,278.67,280.05,265.4,268.59,272.24,273.16,260.41,,12,968,29,14.97,
29.03.19 19:16:37,10.58,271.79,273.16,276.83,275.91,276.37,274.99,280.98,276.83,274.53,276.37,278.67,274.08,271.79,276.83,280.05,268.13,269.96,279.13,280.05,264.95,267.68,272.24,272.7,260.41,,12,968,29,14.97,
29.03.19 19:16:52,10.83,271.79,273.62,276.37,276.37,275.91,274.99,281.44,276.83,274.53,275.91,278.67,273.62,271.33,276.83,279.59,268.13,269.96,278.67,279.13,264.49,268.13,271.79,272.7,260.41,,12,968,29,14.95,
29.03.19 19:17:08,11.1,271.33,272.7,276.37,275.91,276.37,274.99,281.44,276.83,274.53,275.91,278.67,274.08,270.87,276.37,280.05,268.13,269.5,278.21,279.59,264.49,268.59,271.79,272.7,260.41,,12,968,29,14.97,
29.03.19 19:17:23,11.35,270.87,272.7,275.91,275.45,275.45,274.08,280.98,276.37,274.08,275.45,278.21,272.7,270.87,276.37,279.13,267.68,269.04,277.75,279.59,264.04,267.68,271.33,272.7,259.5,,12,968,29,14.95,
29.03.19 19:17:38,11.6,271.33,272.7,276.37,275.91,275.45,274.53,280.51,276.37,273.62,275.45,278.21,273.16,270.41,276.37,279.13,267.68,269.5,277.75,279.13,264.49,267.68,271.33,272.7,259.96,,12,968,29,14.95,
29.03.19 19:17:53,11.85,271.79,273.16,276.37,276.37,275.91,274.53,280.51,275.91,274.08,275.91,278.67,273.62,270.87,276.37,279.59,267.68,269.5,278.21,279.59,264.49,268.13,271.79,272.24,260.41,,12,968,29,14.95,
29.03.19 19:18:08,12.1,270.87,273.16,275.91,275.45,274.99,274.53,280.98,276.37,273.62,275.45,278.21,273.16,270.87,276.37,279.13,267.68,269.5,277.75,279.13,264.49,267.68,270.87,272.24,259.5,,12,968,29,14.95,
29.03.19 19:18:23,12.35,270.41,272.7,275.91,275.45,274.99,274.08,280.51,275.91,273.62,274.99,277.75,273.16,270.41,275.91,278.67,267.22,268.59,277.29,279.13,264.04,267.22,270.87,272.24,259.5,,12,968,29,14.93,
29.03.19 19:18:38,12.6,271.33,272.7,276.37,274.99,274.99,273.16,280.51,275.91,273.16,274.53,277.75,273.16,270.41,275.91,278.67,267.22,269.04,277.29,278.67,263.58,267.22,270.87,271.79,259.5,,12,968,29,14.95,
29.03.19 19:18:53,12.85,270.87,272.7,275.91,275.45,274.99,273.62,280.51,275.45,273.62,274.99,277.75,273.16,270.41,275.91,278.67,267.68,269.04,277.75,278.21,264.04,267.22,270.87,271.79,259.5,,12,968,29,14.95,
29.03.19 19:19:08,13.1,270.87,272.24,275.45,275.45,274.99,273.62,280.51,275.45,273.16,274.53,277.75,272.7,269.5,275.45,278.67,266.77,268.59,277.29,278.67,263.58,266.77,270.87,271.33,259.5,,12,968,29,14.93,
29.03.19 19:19:23,13.35,270.41,271.79,275.45,275.45,274.99,272.7,280.05,275.45,273.16,274.53,277.29,272.24,269.96,274.53,278.21,266.77,268.59,276.83,277.75,263.58,267.22,270.41,270.87,259.5,,12,968,29,14.93,
29.03.19 19:19:38,13.6,270.41,271.33,274.53,274.53,274.53,272.7,280.05,274.99,272.24,273.62,276.83,272.24,269.5,274.99,277.75,266.31,268.13,276.83,277.75,263.13,266.31,269.96,270.87,259.05,,12,968,29,14.91,
29.03.19 19:19:53,13.85,270.41,272.24,275.91,275.45,275.45,273.62,279.59,275.45,272.7,274.53,277.75,273.16,269.5,274.99,278.21,266.77,268.59,276.83,277.75,264.04,266.77,270.41,271.33,259.5,,12,968,29,14.91,
29.03.19 19:20:08,14.1,270.41,272.24,275.91,274.99,274.53,273.16,280.05,275.45,273.16,274.53,276.83,272.24,269.04,274.99,277.29,266.31,268.13,277.29,277.29,263.13,266.31,270.41,271.33,259.5,,12,968,29,14.91,
29.03.19 19:20:23,14.35,269.96,271.79,274.99,274.99,273.62,272.24,278.67,274.99,271.79,274.08,276.83,271.79,269.04,274.53,277.75,266.31,267.68,276.37,277.29,263.13,266.31,269.96,270.41,258.6,,12,968,29,14.9,
29.03.19 19:20:38,14.6,269.96,271.79,274.99,274.53,274.08,272.7,279.13,274.99,272.24,273.62,276.83,271.79,269.04,274.53,277.75,266.31,267.68,276.37,277.75,263.13,266.31,269.96,270.87,259.05,,12,968,29,14.91,
29.03.19 19:20:53,14.85,269.96,271.79,274.53,274.08,274.53,272.24,278.67,274.53,272.24,273.62,276.83,272.24,269.04,274.08,277.29,266.31,268.13,276.37,276.83,263.13,265.4,270.41,270.41,258.6,,12,968,29,14.9,
29.03.19 19:21:08,15.1,269.96,271.79,274.99,274.53,274.53,272.24,279.59,274.99,272.24,274.08,276.37,271.79,269.04,274.53,277.29,265.85,268.59,276.37,277.29,262.67,265.85,269.5,270.87,259.05,,12,968,29,14.89,
29.03.19 19:21:23,15.35,269.5,270.87,274.53,273.62,273.16,271.79,278.21,274.53,271.33,273.16,275.91,271.33,268.13,273.62,276.83,265.4,267.68,275.91,276.37,262.22,265.4,269.5,269.96,258.15,,12,968,29,14.89,
29.03.19 19:21:38,15.6,269.04,271.33,274.53,274.53,274.08,271.79,278.67,274.53,271.79,273.16,276.37,271.79,268.59,273.62,276.83,265.85,267.68,275.91,276.83,263.13,265.85,269.5,269.96,258.6,,12,968,29,14.89,
29.03.19 19:21:53,15.85,269.96,271.33,274.99,274.08,274.08,272.24,279.13,274.08,271.33,273.16,276.37,271.33,268.59,273.16,276.83,265.85,267.22,275.91,276.37,262.67,265.4,269.04,269.96,259.05,,12,968,29,14.89,
29.03.19 19:22:08,16.1,269.5,270.87,274.08,274.08,273.62,271.33,278.21,274.08,271.33,273.16,276.37,271.33,268.13,273.16,276.37,265.4,267.22,275.45,276.37,261.77,265.4,269.5,269.96,258.6,,12,968,29,14.88,
29.03.19 19:22:23,16.35,269.04,271.33,274.08,274.08,272.7,271.79,277.75,274.08,271.33,272.7,275.45,271.79,268.13,272.7,276.37,265.85,267.22,274.99,276.37,261.77,265.4,269.04,269.5,258.6,,12,968,29,14.88,
29.03.19 19:22:38,16.6,269.04,270.87,274.53,273.62,273.62,271.79,278.21,274.08,270.87,272.7,275.91,271.33,268.13,272.7,276.37,264.95,266.77,274.99,276.37,262.22,264.95,269.04,269.04,258.15,,12,968,29,14.88,
29.03.19 19:22:53,16.85,269.04,270.87,274.53,274.53,273.62,271.33,278.67,274.08,271.33,273.16,276.37,270.87,268.13,273.16,276.37,265.85,267.22,275.91,275.91,261.77,265.4,269.5,269.96,258.6,,12,968,29,14.86,
29.03.19 19:23:08,17.1,269.04,270.87,274.53,274.08,273.16,271.33,277.75,273.62,271.33,272.7,275.91,270.87,268.13,273.16,276.37,264.95,266.77,275.45,275.91,262.22,265.4,269.5,269.96,258.15,,12,968,29,14.86,
29.03.19 19:23:23,17.35,269.04,270.87,274.53,274.08,273.16,270.87,278.21,273.62,271.33,272.7,275.91,271.79,268.13,273.16,276.37,264.95,267.22,275.45,276.37,261.77,264.95,269.04,269.5,258.6,,12,968,29,14.84,
29.03.19 19:23:38,17.6,268.59,270.41,274.08,273.62,272.7,271.33,277.29,273.16,270.87,271.79,274.99,270.41,267.22,272.24,275.91,264.95,266.31,274.53,274.99,261.31,264.49,268.13,268.59,257.7,,12,968,29,14.84,
29.03.19 19:23:53,17.85,268.59,270.41,273.62,273.62,273.16,270.41,277.29,273.62,270.41,271.79,275.45,270.87,267.22,271.79,275.45,264.49,266.31,274.53,275.45,261.31,264.49,268.13,268.59,258.15,,12,968,29,14.86,
29.03.19 19:24:08,18.1,269.04,270.87,274.08,273.62,272.7,270.41,278.21,272.7,270.87,272.24,275.45,270.41,266.77,272.24,275.45,264.49,266.31,274.99,275.91,261.77,264.49,268.13,269.04,258.15,,12,968,29,14.84,
29.03.19 19:24:23,18.35,268.59,270.87,273.62,273.62,272.7,270.87,277.29,273.16,270.41,271.79,274.99,270.87,267.68,272.24,275.45,264.95,266.31,274.99,274.99,261.77,264.49,268.13,269.5,258.15,,12,968,29,14.84,
29.03.19 19:24:38,18.6,268.59,270.41,273.62,273.62,272.7,270.41,277.29,272.7,269.96,271.79,274.99,270.41,267.22,271.79,274.99,264.49,265.85,274.53,274.99,260.86,264.04,267.68,268.59,257.7,,12,968,29,14.84,
29.03.19 19:24:53,18.85,269.04,269.96,273.16,273.16,272.24,270.41,277.29,272.7,270.41,271.79,274.53,269.96,267.22,271.79,275.45,264.49,265.85,274.08,275.45,261.31,264.49,268.13,269.04,257.7,,12,968,29,14.82,
29.03.19 19:25:08,19.1,268.59,269.96,273.62,273.16,271.79,270.41,276.83,272.24,269.96,271.33,274.08,269.96,266.77,271.79,274.99,264.04,265.85,274.08,274.53,260.86,264.04,267.68,268.59,257.7,,12,968,29,14.82,
29.03.19 19:25:23,19.35,268.13,269.96,273.16,272.7,272.24,269.96,276.83,272.7,269.96,270.87,274.53,269.96,266.77,271.33,274.53,263.58,265.4,273.62,274.53,260.41,264.04,267.22,268.13,257.7,,12,968,29,14.79,
29.03.19 19:25:38,19.6,268.13,269.96,273.16,272.7,272.24,269.96,276.83,272.7,269.96,271.33,274.53,269.96,266.77,271.33,275.45,264.04,265.85,274.08,274.99,261.31,263.58,267.68,268.59,257.7,,12,968,29,14.82,
29.03.19 19:25:53,19.85,268.13,269.96,273.16,273.16,271.79,270.41,276.83,272.7,269.96,271.33,274.08,270.41,266.77,271.79,274.53,264.04,265.85,274.08,274.53,260.86,264.49,268.13,268.59,258.15,,12,968,29,14.79,
29.03.19 19:26:08,20.1,268.59,270.41,273.16,273.16,271.79,269.96,276.83,272.24,269.96,271.33,274.53,269.96,266.31,271.33,274.53,264.04,265.4,273.62,274.53,260.41,263.58,267.68,267.68,257.7,,12,968,29,14.79,
29.03.19 19:26:23,20.35,267.68,269.5,272.7,273.16,271.33,269.5,276.83,272.24,269.5,270.87,274.08,269.04,266.31,270.87,274.53,264.04,265.4,273.16,274.08,260.41,263.58,267.22,268.13,257.25,,12,968,29,14.79,
29.03.19 19:26:38,20.6,267.68,269.04,272.7,273.16,270.87,269.04,275.91,271.33,269.04,270.41,274.08,269.5,266.31,270.41,274.08,263.58,264.95,273.16,274.08,259.96,263.58,266.77,267.68,256.79,,12,968,29,14.77,
29.03.19 19:26:53,20.85,268.13,269.5,273.16,272.24,271.33,269.04,276.37,272.24,269.5,270.41,274.53,269.5,266.31,270.87,274.08,263.58,264.95,273.62,274.08,260.41,263.13,267.22,267.68,257.7,,12,968,29,14.77,
29.03.19 19:27:08,21.1,267.68,269.5,273.16,272.7,271.33,269.5,275.91,271.79,269.04,270.41,273.62,269.96,266.31,270.41,274.08,263.13,264.95,273.62,274.08,260.41,263.13,266.77,267.68,257.25,,12,968,29,14.77,
29.03.19 19:27:23,21.35,267.22,269.5,272.7,272.7,271.79,269.04,275.91,271.79,269.04,270.87,273.62,269.5,265.85,270.41,274.08,263.58,264.95,273.16,274.08,259.96,262.67,266.31,267.22,257.7,,12,968,29,14.77,
29.03.19 19:27:38,21.6,267.22,269.04,272.7,272.24,270.87,268.59,276.37,271.33,269.04,270.41,273.62,269.5,265.85,269.96,274.08,263.13,264.49,272.7,274.08,259.96,263.13,266.77,267.22,257.25,,12,968,29,14.75,
29.03.19 19:27:53,21.85,267.22,269.04,272.7,272.7,270.41,269.04,275.45,272.24,268.13,270.41,273.62,269.5,265.85,270.41,273.62,263.58,264.95,272.7,273.62,259.5,263.13,266.77,267.22,257.25,,12,968,29,14.75,
29.03.19 19:28:09,22.12,267.22,269.04,272.7,272.24,270.87,268.59,275.45,271.33,268.59,269.96,272.7,269.5,265.4,270.41,273.16,262.67,264.49,272.7,274.08,259.5,262.22,266.31,266.77,257.25,,12,968,29,14.73,
29.03.19 19:28:24,22.37,268.13,268.59,272.24,272.7,270.41,268.59,275.91,271.33,268.59,269.96,273.16,269.5,265.4,269.96,273.16,263.13,264.04,272.24,273.62,259.5,262.67,266.77,267.22,257.7,,12,968,29,14.72,
29.03.19 19:28:39,22.62,267.22,269.04,272.24,272.7,270.41,268.59,275.45,271.79,268.59,269.96,272.7,268.59,265.4,269.5,273.62,263.13,264.49,272.24,273.62,259.5,263.13,265.85,266.77,256.79,,12,968,29,14.73,
29.03.19 19:28:54,22.87,267.22,269.04,272.7,273.16,270.87,268.59,275.45,271.79,268.13,269.5,273.16,269.04,265.4,269.5,273.16,262.67,264.49,272.7,273.16,259.5,262.22,266.77,266.77,257.25,,12,968,29,14.73,
29.03.19 19:29:09,23.12,266.31,268.13,272.24,272.24,269.96,268.13,274.53,271.33,267.68,269.04,272.7,268.59,264.49,269.04,272.24,262.22,263.58,272.24,273.16,259.05,262.22,265.4,266.77,256.79,,12,968,29,14.72,
29.03.19 19:29:24,23.37,266.77,268.59,271.33,272.24,269.96,268.13,274.53,270.41,267.68,269.5,272.7,268.59,264.95,269.5,272.7,262.22,263.13,271.33,273.16,258.6,262.22,265.85,266.31,256.79,,12,968,29,14.7,
29.03.19 19:29:39,23.62,265.85,268.59,271.79,271.79,269.5,267.68,274.99,270.41,267.22,269.5,271.79,268.59,264.04,269.04,272.7,261.77,263.13,271.33,272.7,259.05,261.77,265.85,266.31,256.79,,12,968,29,14.7,
29.03.19 19:29:54,23.87,266.77,268.13,271.79,271.79,269.5,267.68,274.53,270.87,267.68,269.04,272.7,268.59,264.95,269.5,272.7,262.22,263.13,271.33,273.16,258.6,262.22,265.85,266.31,257.25,,12,968,29,14.7,
29.03.19 19:30:09,24.12,266.77,269.04,271.79,272.24,269.96,267.68,274.99,270.87,267.22,269.5,272.7,269.04,264.95,269.04,272.7,262.67,263.58,271.79,272.7,259.05,262.22,265.85,266.31,256.79,,12,968,29,14.7,
29.03.19 19:30:24,24.37,266.77,268.13,272.24,272.24,269.96,267.68,275.45,271.33,267.68,268.59,272.24,268.59,264.95,269.04,272.24,262.22,263.58,271.79,273.16,258.6,262.22,265.4,266.31,256.79,,12,968,29,14.68,
29.03.19 19:30:39,24.62,266.31,268.13,271.79,271.79,269.96,267.22,274.08,270.41,267.68,268.59,272.24,268.13,264.04,268.59,272.24,261.31,262.67,271.33,272.24,258.6,261.31,265.4,265.85,256.34,,12,968,29,14.7,
29.03.19 19:30:54,24.87,266.31,268.59,271.79,271.79,269.5,267.22,274.53,270.41,266.77,268.59,272.24,268.13,264.04,268.59,272.24,261.77,263.13,271.33,272.24,258.6,261.77,264.95,265.85,256.79,,12,968,29,14.68,
