Measurement Name :,20190126_resp_larvae_T2,,Generated On :,"27/01/2019, 00:29:32",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
26.01.19 23:33:43,0.53,279.66,285.87,295.71,291.67,275.68,277.45,280.54,279.21,273.92,277.45,277.89,276.56,267.78,278.33,278.77,268.65,264.29,274.8,277.89,265.16,264.29,273.48,272.16,263.85,,14,968,28,14.88,
26.01.19 23:33:58,0.78,280.98,281.43,296.61,287.21,276.12,273.92,277,280.1,273.04,275.68,276.56,275.68,266.9,277,277.45,267.78,262.98,273.48,276.12,263.85,262.11,272.16,270.41,262.54,,14,968,28,14.93,
26.01.19 23:34:13,1.03,279.66,282.31,293.02,296.61,274.36,273.48,277,277.45,271.72,273.92,275.68,274.8,265.16,275.24,275.68,266.03,261.67,272.16,274.8,262.54,260.37,270.41,268.65,261.67,,14,968,28,15,
26.01.19 23:34:28,1.28,277.89,280.1,292.12,292.57,274.36,273.04,277,277,270.41,273.48,274.8,273.48,263.85,274.36,274.8,265.59,259.94,270.84,273.92,260.81,259.07,269.09,267.78,259.94,,14,968,28,15.04,
26.01.19 23:34:43,1.53,277.89,282.31,291.67,291.23,271.28,274.36,274.36,277.45,270.84,272.6,274.36,272.16,262.98,273.48,274.8,264.72,259.07,270.41,272.6,260.37,258.2,267.78,266.9,259.07,,14,968,28,15.07,
26.01.19 23:34:58,1.78,277,280.54,293.47,285.87,271.28,273.48,273.92,276.56,269.09,271.72,272.6,273.04,261.67,272.6,274.36,264.29,258.64,269.53,272.6,259.5,256.47,267.34,266.47,259.07,,14,968,28,15.09,
26.01.19 23:35:13,2.03,276.56,277.45,291.67,289.88,271.72,273.04,275.68,276.12,268.65,270.84,272.6,270.84,261.67,272.16,273.48,263.41,258.2,269.09,271.28,259.94,256.47,266.47,265.59,258.64,,14,968,28,15.11,
26.01.19 23:35:28,2.28,275.24,277,289.44,287.21,271.28,270.84,273.04,274.8,268.65,270.41,271.72,270.84,260.81,271.72,272.6,262.98,257.77,268.22,270.84,258.2,255.61,266.03,265.16,257.34,,14,968,28,15.11,
26.01.19 23:35:43,2.53,276.12,276.12,288.1,288.54,269.53,271.28,273.04,276.12,267.34,270.84,272.16,269.97,259.94,270.41,272.6,261.67,256.47,267.78,270.41,258.2,254.74,264.72,264.29,256.9,,14,968,28,15.14,
26.01.19 23:35:58,2.78,274.36,277,290.33,286.31,270.41,270.41,273.04,273.92,267.78,269.97,272.16,268.22,259.5,269.97,271.72,261.67,256.47,267.34,269.53,257.77,254.31,264.72,263.85,256.9,,14,968,28,15.14,
26.01.19 23:36:13,3.03,274.36,277.89,286.31,285.87,269.53,271.28,273.92,272.16,267.34,269.53,271.28,269.53,259.07,269.53,270.84,260.81,255.61,266.9,269.53,256.9,254.31,263.85,263.41,256.47,,14,968,28,15.15,
26.01.19 23:36:29,3.3,274.36,276.12,288.54,288.54,269.53,269.53,271.72,273.92,266.03,268.65,270.84,269.09,258.64,269.09,270.84,260.81,255.18,266.47,268.22,256.04,253.45,263.41,262.98,256.04,,14,968,28,15.18,
26.01.19 23:36:44,3.55,274.8,275.68,288.54,290.78,269.97,269.53,271.72,270.84,266.03,268.65,270.84,267.34,258.2,268.65,270.84,260.37,254.74,266.47,268.65,256.47,253.45,263.41,262.98,256.04,,14,968,28,15.18,
26.01.19 23:36:59,3.8,273.48,275.68,287.65,290.33,268.65,269.97,271.28,270.84,265.16,268.65,270.41,268.22,257.34,268.65,269.97,259.94,254.74,265.59,268.22,255.61,253.02,262.98,262.11,256.04,,14,968,28,15.18,
26.01.19 23:37:14,4.05,270.84,276.56,285.42,283.65,268.65,269.53,272.6,270.84,264.72,267.78,269.09,266.9,257.34,268.22,269.97,259.94,254.31,265.59,268.22,255.18,253.02,262.11,262.11,255.61,,14,968,28,15.18,
26.01.19 23:37:29,4.3,273.48,274.36,288.99,287.21,268.65,270.41,270.84,270.84,265.16,267.34,269.09,266.9,256.47,267.34,269.53,259.5,253.45,264.72,267.78,255.18,252.59,262.54,261.67,255.18,,14,968,28,15.18,
26.01.19 23:37:44,4.55,273.48,274.36,284.98,288.99,268.22,269.09,271.72,272.6,264.72,267.34,268.65,266.47,256.9,267.34,268.65,259.5,253.88,264.29,267.34,254.74,252.59,262.54,261.67,254.74,,14,968,28,15.18,
26.01.19 23:37:59,4.8,272.6,275.68,285.42,286.76,266.9,269.53,270.84,271.72,264.72,267.34,269.09,265.59,256.47,266.47,268.22,258.64,253.02,263.85,266.47,254.74,252.59,261.67,261.24,254.74,,14,968,28,15.18,
26.01.19 23:38:14,5.05,273.92,273.04,287.65,284.98,267.34,269.09,269.97,269.97,263.85,266.47,268.22,265.16,256.04,266.47,267.78,259.07,253.02,263.85,266.47,254.31,251.73,261.67,260.81,254.74,,14,968,28,15.18,
26.01.19 23:38:29,5.3,271.72,273.92,287.65,284.09,266.03,269.09,269.97,269.53,263.41,266.03,268.22,265.59,255.61,266.47,268.22,257.77,252.59,263.41,266.03,254.31,251.73,261.24,260.81,254.74,,14,968,28,15.18,
26.01.19 23:38:44,5.55,270.84,269.97,286.76,284.53,266.03,267.34,270.41,270.41,263.41,266.47,267.34,266.03,255.61,265.16,268.22,256.9,252.59,263.85,266.03,253.45,251.73,261.24,260.81,254.74,,14,968,28,15.18,
26.01.19 23:38:59,5.8,270.41,273.92,282.76,286.31,266.9,268.22,271.28,268.65,262.54,266.03,266.9,264.29,254.74,265.59,266.9,257.77,252.16,262.98,265.59,253.02,250.44,260.37,259.94,253.88,,14,968,28,15.18,
26.01.19 23:39:14,6.05,270.84,274.8,285.87,284.53,265.16,268.22,269.53,270.84,262.98,265.59,268.65,263.41,255.18,265.59,267.78,257.34,252.16,263.41,265.59,253.02,251.3,260.37,260.37,254.31,,14,968,28,15.18,
26.01.19 23:39:29,6.3,274.36,276.12,285.87,281.43,265.16,267.34,269.53,267.34,262.54,264.72,267.34,264.72,254.74,265.16,267.78,257.34,251.73,262.98,265.16,252.59,251.3,260.37,259.5,253.45,,14,968,28,15.18,
26.01.19 23:39:44,6.55,273.48,273.48,281.43,284.98,266.03,267.34,268.65,270.41,262.54,265.16,267.34,265.59,254.31,265.16,266.9,258.2,252.16,262.54,265.59,252.59,250.87,260.37,259.94,253.45,,14,968,28,15.2,
26.01.19 23:39:59,6.8,273.48,273.48,285.42,283.2,263.85,266.47,267.78,268.65,262.11,265.59,266.9,263.41,254.31,264.72,266.9,256.04,251.3,261.67,264.72,252.16,250.44,259.94,259.5,253.02,,14,968,28,15.18,
26.01.19 23:40:14,7.05,271.72,269.09,282.31,286.31,266.9,267.78,269.53,269.09,261.24,265.16,266.47,264.29,254.31,264.72,266.47,256.9,251.73,262.11,264.72,252.59,250.44,259.5,259.94,253.88,,14,968,28,15.18,
26.01.19 23:40:29,7.3,270.84,271.28,283.2,284.98,266.03,266.9,270.84,268.22,261.67,264.72,267.34,263.85,254.31,265.16,266.47,256.9,251.3,262.54,265.16,252.59,250.44,260.37,259.94,253.88,,14,968,28,15.18,
26.01.19 23:40:44,7.55,270.84,275.24,285.87,284.98,265.16,267.34,269.97,266.47,261.24,264.29,266.47,262.98,254.31,263.85,266.03,256.04,250.87,262.11,264.29,252.16,250.01,259.5,259.5,253.45,,14,968,28,15.18,
26.01.19 23:40:59,7.8,269.97,276.56,286.31,283.65,265.16,266.03,267.78,270.41,261.67,264.29,266.03,262.98,253.88,264.72,265.16,256.9,250.87,262.11,264.72,252.59,250.44,259.94,259.5,253.02,,14,968,28,15.18,
26.01.19 23:41:14,8.05,273.48,272.6,286.31,284.98,265.16,266.47,269.09,268.22,261.67,264.29,266.47,262.98,253.02,264.29,265.59,255.61,250.87,261.67,264.29,251.3,250.01,259.5,259.07,252.59,,14,968,28,15.16,
26.01.19 23:41:29,8.3,272.6,268.22,282.76,287.21,264.29,267.34,268.65,269.09,261.67,264.29,265.59,263.85,253.45,263.85,265.16,256.04,250.87,261.67,264.29,252.16,250.44,259.5,258.64,252.59,,14,968,28,15.18,
26.01.19 23:41:44,8.55,270.84,269.97,284.98,280.98,265.16,267.34,268.22,268.22,261.67,263.85,265.59,262.98,253.45,263.41,265.59,256.47,250.01,261.67,263.41,251.73,250.01,259.07,258.64,253.02,,14,968,28,15.18,
26.01.19 23:41:59,8.8,271.72,270.84,283.2,283.65,265.59,266.9,269.09,269.97,260.81,263.85,266.03,263.41,253.02,263.41,265.59,255.18,250.44,260.81,263.41,251.3,250.01,259.5,259.07,253.02,,14,968,28,15.15,
26.01.19 23:42:14,9.05,271.72,273.48,284.53,283.2,263.41,267.78,267.34,268.22,261.24,263.41,264.72,262.11,253.45,263.41,264.72,255.18,250.44,261.24,263.85,252.16,250.01,259.07,259.07,253.02,,14,968,28,15.15,
26.01.19 23:42:29,9.3,269.97,270.84,283.2,282.31,264.29,267.34,269.53,269.53,261.24,263.85,265.59,263.41,253.02,263.85,265.59,255.61,250.44,261.24,263.41,251.73,249.58,259.07,259.07,253.02,,14,968,28,15.15,
26.01.19 23:42:44,9.55,269.97,274.36,282.76,280.54,265.16,266.47,268.22,266.9,260.37,263.41,265.59,262.11,253.02,263.85,265.16,254.74,250.01,260.81,263.85,251.73,249.15,259.07,258.2,252.59,,14,968,28,15.15,
26.01.19 23:42:59,9.8,269.97,271.72,284.53,284.53,265.59,265.59,267.34,268.22,260.81,263.41,265.59,263.41,253.02,263.41,264.72,254.74,250.44,260.81,263.41,251.3,250.01,258.64,258.64,253.02,,14,968,28,15.14,
26.01.19 23:43:14,10.05,271.72,270.84,284.09,283.65,266.03,266.9,269.09,266.03,260.37,263.41,266.47,261.67,253.02,263.41,265.16,255.18,249.58,261.24,263.41,251.3,249.58,258.64,258.64,252.59,,14,968,28,15.14,
26.01.19 23:43:29,10.3,267.78,276.12,279.21,284.09,264.72,265.59,268.65,267.78,260.37,262.98,264.72,262.98,252.59,262.98,264.72,255.61,250.01,260.81,262.98,250.44,249.58,258.64,258.64,252.16,,14,968,28,15.14,
26.01.19 23:43:44,10.55,269.97,272.6,280.54,279.21,262.54,266.03,268.22,267.34,259.94,262.54,264.72,262.11,252.59,262.98,264.29,255.61,250.01,260.37,263.41,250.87,249.58,258.64,258.2,252.59,,14,968,28,15.14,
26.01.19 23:43:59,10.8,273.48,269.97,281.43,282.76,263.85,266.03,268.65,266.9,259.5,262.98,264.29,261.67,252.16,262.98,264.29,255.18,249.58,260.37,262.98,251.3,249.15,258.2,258.64,252.16,,14,968,28,15.14,
26.01.19 23:44:14,11.05,273.48,271.72,280.54,283.65,264.72,264.72,266.47,266.47,260.37,262.98,265.59,261.67,253.02,262.98,264.72,254.74,250.01,259.94,262.98,250.87,249.15,258.2,258.64,252.59,,14,968,28,15.13,
26.01.19 23:44:29,11.3,270.41,272.6,284.98,281.87,263.85,265.16,267.34,266.9,260.37,262.11,264.72,261.67,252.16,262.54,264.29,255.18,249.58,260.37,262.98,250.87,249.15,258.2,258.64,252.16,,14,968,28,15.11,
26.01.19 23:44:44,11.55,269.09,272.6,279.66,281.87,263.85,266.9,267.78,267.34,259.94,262.11,265.59,261.67,252.16,262.54,264.29,255.18,249.58,260.37,262.98,250.44,249.15,258.2,258.2,251.73,,14,968,28,15.11,
26.01.19 23:44:59,11.8,270.41,271.72,280.54,280.1,262.98,265.59,268.22,266.9,259.5,262.54,264.72,261.67,251.73,262.11,263.85,255.61,249.15,260.37,262.54,250.44,248.72,257.77,258.2,251.73,,14,968,28,15.14,
26.01.19 23:45:14,12.05,268.65,275.24,284.53,281.87,263.41,264.72,266.47,266.9,259.5,262.54,263.85,261.67,251.73,262.11,263.85,254.74,249.15,259.5,262.54,250.44,248.72,257.77,258.2,251.3,,14,968,28,15.11,
26.01.19 23:45:29,12.3,270.84,274.36,282.76,284.98,262.98,265.16,266.03,265.16,259.07,262.98,264.29,262.11,251.73,261.67,263.85,254.31,248.72,259.94,262.54,250.44,248.72,258.2,258.2,252.16,,14,968,28,15.09,
26.01.19 23:45:44,12.55,268.65,272.6,284.53,284.09,264.29,266.03,267.34,266.47,259.5,262.11,264.29,262.11,251.3,261.67,262.98,253.45,248.72,259.94,262.54,250.44,248.29,257.77,257.77,252.16,,14,968,28,15.11,
26.01.19 23:45:59,12.8,269.09,274.36,283.2,283.65,262.54,265.16,268.65,268.22,259.5,262.11,263.41,262.54,252.59,262.11,263.85,254.74,249.58,259.94,262.98,250.87,249.15,257.77,258.2,252.16,,14,968,28,15.09,
26.01.19 23:46:14,13.05,269.53,273.48,284.09,282.76,264.29,265.16,266.9,266.03,259.5,261.67,263.85,260.81,251.73,261.67,262.98,253.88,248.72,259.5,262.11,249.58,248.29,257.34,257.77,252.16,,14,968,28,15.11,
26.01.19 23:46:29,13.3,269.53,273.48,280.54,284.98,262.11,264.72,267.34,264.29,259.07,261.67,263.41,260.81,251.73,261.67,263.41,253.88,248.72,259.07,262.11,250.44,248.72,257.77,257.77,251.73,,14,968,28,15.09,
26.01.19 23:46:44,13.55,269.53,269.53,282.31,284.09,263.41,265.16,265.59,267.34,259.07,261.67,262.98,260.81,251.3,261.67,263.41,253.88,249.15,259.5,262.11,249.58,248.72,257.34,256.9,251.73,,14,968,28,15.07,
26.01.19 23:47:00,13.82,268.65,270.84,280.54,281.87,263.41,264.72,267.34,266.9,259.07,261.67,264.72,261.67,251.73,261.67,262.98,253.88,248.72,259.5,262.11,249.58,248.29,257.34,257.77,251.3,,14,968,28,15.07,
26.01.19 23:47:15,14.07,270.84,272.6,286.31,281.43,263.41,264.72,266.47,266.03,259.07,261.67,263.85,261.24,251.73,261.67,263.41,253.88,248.72,259.5,262.11,249.15,248.72,257.34,257.34,251.3,,14,968,28,15.07,
26.01.19 23:47:30,14.32,269.09,273.48,281.87,278.77,263.85,265.16,267.34,267.34,259.94,261.67,263.41,262.11,251.73,262.11,263.41,254.31,248.29,259.5,262.11,249.58,248.29,257.34,258.2,251.73,,14,968,28,15.07,
26.01.19 23:47:45,14.57,270.41,273.92,279.21,283.2,262.54,265.16,265.59,263.41,258.64,261.24,263.41,261.24,251.3,261.24,262.98,253.45,248.29,259.07,261.67,249.58,247.86,256.47,257.34,251.73,,14,968,28,15.07,
26.01.19 23:48:00,14.82,269.53,271.28,280.1,283.65,262.98,264.29,266.9,264.29,258.2,261.24,262.98,261.24,250.87,260.81,262.98,253.45,248.29,259.5,261.67,249.58,247.86,257.34,257.34,251.3,,14,968,28,15.07,
26.01.19 23:48:15,15.07,268.65,273.48,278.33,278.33,263.85,263.41,265.59,268.22,258.2,260.81,263.85,261.67,251.3,261.24,262.54,253.45,248.72,259.07,261.67,249.58,248.29,257.34,257.77,251.3,,14,968,28,15.06,
26.01.19 23:48:30,15.32,268.65,269.97,279.66,278.33,262.11,264.29,266.47,262.98,258.64,261.24,263.85,259.5,251.3,260.81,262.98,253.88,248.29,258.64,261.67,249.58,247.86,257.34,257.34,250.87,,14,968,28,15.06,
26.01.19 23:48:45,15.57,267.78,273.04,283.65,280.1,261.67,264.72,263.85,264.72,257.77,261.24,262.54,260.37,250.87,260.37,262.54,252.59,248.29,259.07,261.24,248.72,247.43,256.9,256.9,251.3,,14,968,28,15.04,
26.01.19 23:49:00,15.82,269.53,273.04,280.54,282.76,262.11,262.98,266.03,266.03,258.2,261.67,262.98,260.81,250.87,261.24,262.11,252.59,248.29,259.07,261.67,249.58,247.86,256.47,257.34,251.3,,14,968,28,15.06,
26.01.19 23:49:15,16.07,267.78,270.41,280.1,278.77,261.24,262.98,266.47,263.85,258.2,260.37,262.98,260.81,251.3,261.24,261.67,253.45,247.86,259.07,261.67,250.01,247.86,256.9,256.9,251.3,,14,968,28,15.06,
26.01.19 23:49:30,16.32,268.65,271.28,282.76,282.31,262.98,263.85,266.9,263.85,258.2,261.24,262.98,260.37,250.87,260.81,262.11,252.59,247.86,258.64,261.67,250.01,247.86,256.47,256.9,250.87,,14,968,28,15.04,
26.01.19 23:49:45,16.57,271.72,273.48,281.87,280.1,262.54,262.54,266.9,264.72,258.64,260.37,262.98,260.37,250.87,260.81,262.11,253.45,247.86,258.64,261.24,249.15,247.86,256.47,256.9,251.3,,14,968,28,15.04,
26.01.19 23:50:00,16.82,268.22,270.84,278.77,283.2,261.67,265.16,266.03,264.72,258.2,260.81,262.11,261.24,250.87,261.24,262.98,253.45,247.86,258.64,261.67,249.15,247.86,256.9,257.34,250.87,,14,968,28,15.04,
26.01.19 23:50:15,17.07,268.65,273.48,280.1,282.31,261.24,265.16,266.47,263.85,257.77,260.37,262.54,260.37,250.44,261.24,262.11,252.16,247.86,258.64,261.67,249.58,247.86,256.9,256.9,251.3,,14,968,28,15.02,
26.01.19 23:50:30,17.32,269.97,272.6,280.98,280.54,261.24,264.29,266.03,266.9,257.77,260.81,262.98,260.37,250.44,260.81,262.11,253.02,247.43,258.64,261.24,249.15,247.86,256.47,256.9,250.87,,14,968,28,15.02,
26.01.19 23:50:45,17.57,267.34,269.53,279.21,281.43,260.81,263.41,265.59,262.54,256.9,260.37,261.67,260.37,250.44,259.94,261.24,253.02,247.43,258.2,260.37,248.29,247.43,256.04,256.04,250.01,,14,968,28,15.02,
26.01.19 23:51:00,17.82,270.41,272.6,284.53,282.31,262.98,262.98,265.59,262.98,258.64,259.94,262.54,260.81,250.01,260.37,262.11,252.59,247.43,258.64,261.24,248.72,247.43,256.04,256.9,250.87,,14,968,28,15.02,
26.01.19 23:51:15,18.07,268.65,270.41,284.09,281.43,261.67,263.85,266.47,264.29,257.34,260.37,262.11,260.81,250.44,260.37,262.11,253.45,247.43,258.2,260.81,248.72,247,256.47,256.9,250.87,,14,968,28,15.02,
26.01.19 23:51:30,18.32,269.53,271.72,281.87,281.43,261.67,264.29,266.03,265.59,258.2,259.94,262.54,259.94,250.87,260.37,261.67,252.59,247.43,258.64,260.81,248.29,247.43,256.47,256.9,250.87,,14,968,28,15.02,
26.01.19 23:51:45,18.57,268.65,271.28,279.66,277.45,261.24,263.41,265.59,265.16,257.34,259.5,262.11,259.94,250.01,260.37,261.67,252.16,247.43,257.77,260.81,248.72,247,256.04,256.47,250.87,,14,968,28,15,
26.01.19 23:52:00,18.82,269.53,268.65,280.54,278.77,263.41,264.29,265.59,265.59,257.34,259.5,262.54,260.37,250.01,260.81,261.24,253.02,247.43,258.2,260.81,248.29,247.43,256.47,256.47,250.87,,14,968,28,15,
26.01.19 23:52:15,19.07,269.53,272.6,282.31,282.76,262.11,264.29,266.03,261.67,257.34,259.94,262.54,260.37,250.01,259.94,262.11,253.02,247.43,258.2,261.24,249.15,247,256.04,256.47,250.87,,14,968,28,15,
26.01.19 23:52:30,19.32,266.9,271.72,280.54,279.66,262.11,262.98,266.47,263.41,256.9,260.37,261.67,259.5,250.44,260.37,261.67,252.59,247,258.64,260.81,247.86,247.43,256.04,256.9,250.44,,14,968,28,14.98,
26.01.19 23:52:45,19.57,268.22,267.34,281.87,277.89,260.37,262.11,264.29,263.41,256.9,259.07,261.67,259.07,249.58,259.5,260.37,252.16,247,257.34,260.81,247.86,246.58,255.61,256.47,250.44,,14,968,28,15,
26.01.19 23:53:00,19.82,268.22,271.72,280.98,280.1,262.54,262.98,265.59,264.29,257.77,259.94,262.54,260.81,250.01,259.94,261.67,252.59,247.43,258.64,260.81,248.29,247.43,255.61,256.47,251.3,,14,968,28,14.97,
26.01.19 23:53:15,20.07,267.78,273.48,278.77,282.31,259.94,264.29,266.03,265.16,257.34,259.94,261.67,259.07,250.01,260.37,261.24,251.73,247.43,257.77,260.81,248.29,247.43,256.04,256.47,250.87,,14,968,28,14.98,
26.01.19 23:53:30,20.32,269.53,264.29,280.54,276.56,262.11,262.54,266.03,263.41,256.9,259.07,261.67,260.37,250.01,260.37,261.24,252.59,247,258.2,259.94,248.29,247,255.61,256.04,250.87,,14,968,28,14.97,
26.01.19 23:53:46,20.58,267.78,271.28,277.45,279.21,260.37,263.41,265.59,263.41,256.9,259.07,261.67,259.5,249.58,259.94,261.24,252.16,247,257.77,259.94,247.86,247,255.61,256.04,250.44,,14,968,28,14.97,
26.01.19 23:54:01,20.83,267.78,270.41,281.87,279.66,260.37,263.85,266.47,263.85,256.9,259.07,261.67,259.5,249.58,260.37,260.37,253.02,247,257.77,260.37,247.43,247,255.61,256.47,250.44,,14,968,28,14.97,
26.01.19 23:54:16,21.08,266.9,270.41,281.87,280.98,261.67,263.41,265.59,263.41,256.9,259.5,261.24,259.5,249.58,259.5,260.81,252.59,247,257.77,260.37,248.29,247,255.61,256.47,250.44,,14,968,28,14.95,
26.01.19 23:54:31,21.33,267.34,269.53,281.43,278.33,261.67,261.24,265.16,266.47,256.47,258.64,261.67,259.94,249.15,259.07,259.94,251.3,246.58,257.34,259.94,247,246.58,255.18,255.61,249.58,,14,968,28,14.95,
26.01.19 23:54:46,21.58,267.78,269.97,280.1,283.65,260.81,263.41,265.59,264.29,257.34,258.64,260.81,259.94,250.01,259.5,260.81,252.16,247.43,257.77,259.94,247.86,247,255.61,256.47,250.44,,14,968,28,14.95,
26.01.19 23:55:01,21.83,267.78,268.22,279.66,279.66,260.81,262.54,264.29,262.98,256.47,258.64,260.81,260.37,249.15,259.94,261.24,252.16,246.58,257.34,259.94,247.86,246.58,255.61,256.47,250.44,,14,968,28,14.95,
26.01.19 23:55:16,22.08,268.65,270.84,279.66,283.2,261.24,262.54,264.72,266.03,256.9,258.64,262.11,259.07,249.15,259.5,261.24,252.59,247,256.9,260.37,247.86,247,255.61,256.04,250.01,,14,968,28,14.93,
26.01.19 23:55:31,22.33,268.65,267.78,280.54,281.43,260.81,262.11,264.29,263.85,256.04,258.2,261.67,260.37,249.15,259.07,260.81,252.16,246.58,256.9,259.94,247.43,246.58,255.61,255.61,250.44,,14,968,28,14.93,
26.01.19 23:55:46,22.58,265.59,270.41,277,282.76,260.81,261.67,263.85,263.41,256.47,258.2,259.94,260.37,248.72,259.07,260.37,251.73,246.58,256.9,259.5,247.86,246.15,255.18,255.61,250.01,,14,968,28,14.93,
26.01.19 23:56:01,22.83,267.78,266.9,279.66,277,260.81,262.11,264.29,263.85,256.47,259.5,260.37,260.37,249.15,258.64,260.81,251.3,246.58,257.34,259.94,247.86,246.15,255.18,256.04,250.01,,14,968,28,14.93,
26.01.19 23:56:16,23.08,267.78,270.84,279.21,280.54,261.24,261.24,264.72,262.98,256.9,259.07,260.81,259.5,249.15,259.5,260.37,251.73,247,257.77,260.37,247.43,246.58,255.61,256.04,250.01,,14,968,28,14.93,
26.01.19 23:56:31,23.33,267.78,266.03,276.56,280.54,259.94,261.67,264.29,263.41,256.04,257.77,261.24,257.77,249.15,259.07,260.37,252.16,246.15,256.9,259.94,247.43,246.15,255.18,255.61,250.01,,14,968,28,14.93,
26.01.19 23:56:46,23.58,267.78,268.22,278.77,278.77,260.37,262.54,264.29,263.41,256.47,258.64,261.24,259.5,249.15,259.07,260.81,252.16,246.58,257.34,260.37,247.43,246.58,255.18,256.04,250.44,,14,968,28,14.93,
26.01.19 23:57:01,23.83,267.34,270.41,281.43,280.1,259.94,261.24,265.16,263.41,256.04,257.77,260.81,258.2,249.15,258.2,259.5,251.3,245.72,256.9,259.5,247.43,246.15,254.74,255.61,250.01,,14,968,28,14.91,
26.01.19 23:57:16,24.08,268.65,266.9,278.33,281.87,259.94,262.54,263.85,262.11,255.18,257.34,260.81,259.07,248.72,258.64,259.94,250.87,245.72,256.9,259.94,247,246.15,254.31,254.74,250.01,,14,968,28,14.93,
26.01.19 23:57:31,24.33,268.65,270.41,279.66,284.53,259.5,260.81,265.59,264.29,255.61,257.77,260.81,259.5,248.29,259.5,260.37,251.73,246.15,256.9,259.5,247.43,246.15,255.18,255.61,250.01,,14,968,28,14.91,
26.01.19 23:57:46,24.58,268.65,270.41,278.77,277.89,260.37,262.54,263.85,263.41,255.61,258.2,260.37,259.5,248.72,259.07,259.94,250.87,246.15,256.47,259.5,247.43,246.15,254.74,256.04,249.58,,14,968,28,14.93,
26.01.19 23:58:01,24.83,269.09,266.03,281.43,278.33,260.37,261.24,263.85,262.54,254.74,257.77,260.37,259.07,248.29,258.2,259.07,251.3,245.72,256.47,259.07,247,245.72,254.74,255.18,249.58,,14,968,28,14.91,
26.01.19 23:58:16,25.08,267.34,266.03,277,278.33,260.37,261.24,263.85,262.54,255.18,258.2,260.81,259.5,248.29,258.64,259.5,251.3,246.15,257.34,259.5,247,246.15,254.31,255.61,248.72,,14,968,28,14.9,
