Measurement Name :,20190325_resp_3_T2,,Generated On :,"25/03/2019, 18:31:12",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
25.03.19 17:57:07,0.28,302.89,298.19,301.47,300.53,309.03,302.42,308.08,304.3,309.03,306.19,305.24,301.47,304.77,303.83,309.03,286.06,303.36,304.3,306.66,286.99,299.6,300.06,301.47,291.18,,12,968,29,13.63,
25.03.19 17:57:22,0.53,300.06,296.31,299.13,297.72,306.66,300.53,306.66,302.89,307.13,304.3,303.36,299.6,302.42,302.89,307.61,283.75,301,302.42,304.3,285.14,297.25,297.72,299.6,288.85,,12,968,29,13.77,
25.03.19 17:57:37,0.78,296.78,293.51,296.78,295.38,303.36,299.13,304.77,300.53,304.3,302.89,301.47,297.25,299.6,301.47,305.72,282.36,298.66,301,302.89,282.82,294.44,295.38,297.25,286.06,,12,968,29,13.89,
25.03.19 17:57:52,1.03,294.44,291.64,294.91,293.51,301,297.25,302.89,298.66,302.42,301,300.06,295.38,297.72,299.6,303.83,280.51,296.31,299.13,301,280.98,291.64,293.51,294.91,284.21,,12,968,29,13.98,
25.03.19 17:58:07,1.28,292.57,290.71,293.51,291.64,299.6,295.85,301.47,296.78,301,299.6,298.19,293.98,296.78,298.66,301.95,279.59,294.91,297.72,299.13,279.59,290.24,291.64,293.51,282.82,,12,968,29,14.07,
25.03.19 17:58:22,1.53,290.71,289.31,291.64,290.24,298.19,294.91,299.6,295.38,299.6,298.66,297.72,293.04,294.91,297.72,301.95,279.13,293.51,296.78,298.19,278.67,288.38,290.24,292.57,280.98,,12,968,29,14.13,
25.03.19 17:58:37,1.78,289.31,288.38,290.24,289.31,296.78,293.51,299.13,294.44,298.19,297.25,296.31,291.64,293.98,296.78,300.06,278.67,292.57,295.38,297.25,277.75,287.46,288.85,291.18,280.51,,12,968,29,14.16,
25.03.19 17:58:52,2.03,288.85,288.38,289.78,289.31,295.85,293.04,298.66,294.44,297.72,297.25,295.85,291.18,293.51,296.31,300.06,278.67,291.64,294.91,296.31,276.37,286.99,288.85,290.71,279.59,,12,968,29,14.22,
25.03.19 17:59:07,2.28,287.46,286.99,288.85,287.92,293.98,291.64,297.72,292.11,296.31,295.85,294.44,290.24,292.11,295.38,298.66,277.75,290.24,293.98,295.85,276.37,285.6,287.46,289.78,278.67,,12,968,29,14.25,
25.03.19 17:59:22,2.53,286.06,286.53,288.38,287.46,293.98,291.18,297.25,292.11,295.85,294.91,293.98,289.78,291.64,294.44,297.72,278.21,289.78,293.04,294.44,275.45,284.67,286.53,288.85,278.21,,12,968,29,14.29,
25.03.19 17:59:37,2.78,285.14,285.6,287.46,286.06,292.57,290.24,295.85,290.71,294.44,293.98,293.04,288.38,290.71,293.51,296.78,277.29,288.85,291.64,293.51,274.08,284.21,286.06,287.46,277.75,,12,968,29,14.29,
25.03.19 17:59:52,3.03,284.21,284.67,286.99,285.6,291.64,289.78,295.85,290.24,293.98,293.51,292.11,288.38,290.24,293.04,296.31,277.29,288.38,291.18,293.04,273.62,283.29,285.6,287.46,276.37,,12,968,29,14.34,
25.03.19 18:00:07,3.28,283.75,283.75,286.06,285.14,290.71,288.85,294.91,289.78,293.51,292.57,292.11,287.92,289.78,292.57,295.85,276.83,287.92,290.24,292.11,273.62,282.82,284.67,286.53,275.91,,12,968,29,14.36,
25.03.19 18:00:22,3.53,283.29,283.75,285.6,284.67,290.24,288.38,293.98,288.85,293.04,292.57,290.71,287.46,288.85,292.11,295.38,276.37,286.99,289.78,291.64,273.16,282.82,284.21,286.06,275.91,,12,968,29,14.39,
25.03.19 18:00:37,3.78,282.82,283.29,285.14,284.67,290.24,288.38,294.44,288.85,292.57,291.64,290.71,287.46,288.38,291.64,294.91,276.37,286.99,289.78,291.18,272.24,282.36,284.21,286.53,275.45,,12,968,29,14.39,
25.03.19 18:00:52,4.03,281.9,282.36,284.67,283.29,289.31,287.46,293.51,288.38,292.11,291.64,290.24,286.53,287.46,291.18,293.98,276.37,286.06,289.31,290.71,271.79,281.44,283.75,285.14,275.45,,12,968,29,14.41,
25.03.19 18:01:07,4.28,281.44,282.36,284.21,283.29,288.85,286.99,292.57,287.92,292.11,290.71,289.78,286.06,286.99,291.18,293.98,275.91,285.6,288.38,290.24,271.33,281.44,282.82,285.14,274.53,,12,968,29,14.41,
25.03.19 18:01:22,4.53,280.98,281.9,283.75,282.82,287.92,286.53,292.57,287.46,291.18,290.24,288.38,285.6,286.53,290.24,292.57,274.99,285.14,287.46,288.85,270.87,280.51,282.36,284.67,274.08,,12,968,29,14.43,
25.03.19 18:01:37,4.78,280.51,281.9,283.29,282.82,287.92,286.06,292.57,286.99,291.18,289.78,288.38,285.6,286.99,290.24,293.04,275.45,284.67,287.92,289.31,270.87,280.51,282.36,284.67,274.53,,12,968,29,14.45,
25.03.19 18:01:52,5.03,280.05,281.9,282.82,282.36,287.92,286.06,292.11,286.53,290.24,289.78,288.38,285.14,286.06,289.78,292.57,275.45,284.67,287.92,288.85,270.87,280.51,281.9,284.21,274.08,,12,968,29,14.47,
25.03.19 18:02:07,5.28,280.05,281.44,282.82,282.82,287.46,285.6,292.11,286.53,289.78,289.31,287.92,285.14,285.6,289.78,292.11,274.99,284.21,287.46,288.38,270.87,280.05,282.36,284.21,274.53,,12,968,29,14.47,
25.03.19 18:02:23,5.55,279.59,281.44,282.82,281.9,286.99,285.6,291.64,286.06,289.78,289.31,287.46,284.67,285.6,288.85,292.11,274.99,283.75,286.99,288.38,269.96,279.59,281.9,283.29,273.16,,12,968,29,14.5,
25.03.19 18:02:38,5.8,279.59,281.44,282.36,282.36,286.99,285.14,290.71,286.53,289.78,288.38,287.92,284.67,285.14,288.85,290.71,274.53,283.75,286.53,287.92,269.96,280.05,280.98,283.75,273.16,,12,968,29,14.5,
25.03.19 18:02:53,6.05,279.59,280.05,282.36,281.44,286.53,284.67,290.71,285.6,289.31,288.38,287.46,284.67,285.14,288.38,290.71,274.99,282.82,286.53,287.46,269.96,279.13,281.44,283.29,273.16,,12,968,29,14.52,
25.03.19 18:03:08,6.3,279.13,280.51,281.9,281.44,286.06,284.21,290.24,285.6,288.85,288.38,286.99,284.21,284.67,288.38,291.18,274.99,283.29,286.06,286.99,269.5,279.13,280.98,282.82,273.16,,12,968,29,14.52,
25.03.19 18:03:23,6.55,279.13,280.05,281.44,281.44,286.06,283.75,290.71,286.06,288.85,287.92,286.53,284.21,285.14,288.38,290.71,274.53,283.29,286.06,286.99,269.96,279.13,280.98,282.82,273.16,,12,968,29,14.52,
25.03.19 18:03:38,6.8,278.21,279.59,281.44,281.44,286.06,283.75,290.24,285.14,288.85,287.92,286.06,283.29,284.21,287.92,290.24,274.53,282.82,285.14,286.53,268.59,278.67,280.51,282.82,272.7,,12,968,29,14.52,
25.03.19 18:03:53,7.05,278.67,280.05,281.44,280.98,286.06,284.21,289.78,285.14,288.85,286.99,286.06,283.29,284.67,287.92,290.71,274.53,282.36,285.14,286.53,269.04,279.13,280.51,282.36,272.7,,12,968,29,14.54,
25.03.19 18:04:08,7.3,277.75,279.59,280.98,280.98,285.6,283.29,289.31,285.14,288.38,286.99,286.06,283.29,284.21,287.92,290.24,274.08,282.36,285.14,286.53,269.04,278.67,280.51,282.36,272.7,,12,968,29,14.54,
25.03.19 18:04:23,7.55,278.21,279.59,280.51,280.98,284.67,283.29,289.78,284.21,288.38,286.53,285.14,282.82,283.75,286.99,289.31,273.62,281.9,284.67,285.6,268.59,278.21,280.05,281.9,272.24,,12,968,29,14.56,
25.03.19 18:04:38,7.8,277.29,279.13,280.51,280.51,285.14,283.29,289.31,284.21,288.38,286.53,285.14,283.29,283.75,286.99,289.31,274.08,281.44,284.21,285.6,268.59,278.21,280.05,281.9,271.79,,12,968,29,14.54,
25.03.19 18:04:53,8.05,277.29,278.67,280.05,280.51,284.67,282.82,288.85,284.21,287.92,286.06,285.14,283.29,283.75,286.99,289.31,273.62,281.44,284.67,285.14,268.13,278.21,279.59,281.9,271.33,,12,968,29,14.56,
25.03.19 18:05:08,8.3,276.83,278.67,280.05,280.05,284.21,282.82,288.38,283.29,287.92,286.06,284.67,282.36,283.29,286.99,288.85,273.16,281.44,284.21,285.14,268.13,278.21,279.59,280.98,271.79,,12,968,29,14.57,
25.03.19 18:05:23,8.55,276.83,278.67,279.59,279.59,284.21,281.44,288.85,283.29,287.46,285.14,284.67,282.36,283.29,286.06,288.38,273.16,281.44,283.75,285.14,267.68,277.75,279.13,281.44,271.79,,12,968,29,14.56,
25.03.19 18:05:38,8.8,277.29,278.67,280.05,280.05,283.75,281.9,288.38,283.75,287.46,285.6,284.67,282.36,282.82,286.06,287.92,273.16,281.44,283.75,284.67,267.68,277.75,279.59,280.98,271.79,,12,968,29,14.57,
25.03.19 18:05:53,9.05,276.83,278.21,279.59,280.05,283.75,281.9,288.38,283.29,286.53,285.6,284.21,282.36,282.82,285.6,287.92,272.7,280.98,283.29,284.21,267.22,277.29,278.67,280.51,270.87,,12,968,29,14.57,
25.03.19 18:06:08,9.3,276.37,278.21,280.05,279.13,283.75,281.44,287.92,283.29,286.99,285.14,283.75,281.9,282.82,286.06,287.92,273.16,280.51,283.29,284.21,267.22,277.29,279.13,280.98,270.87,,12,968,29,14.57,
25.03.19 18:06:23,9.55,276.83,277.75,279.13,279.59,283.29,281.44,287.92,283.29,286.99,284.67,283.75,281.9,282.36,285.6,287.92,272.7,280.98,282.82,284.21,267.22,277.29,278.67,280.98,271.79,,12,968,29,14.57,
25.03.19 18:06:38,9.8,276.37,278.21,279.59,279.59,283.75,281.44,287.92,283.29,286.99,285.14,283.75,281.9,282.82,285.6,287.92,272.24,280.51,283.29,284.21,267.22,276.37,278.67,280.98,271.79,,12,968,29,14.57,
25.03.19 18:06:53,10.05,276.37,276.83,278.67,279.13,282.82,280.98,287.46,282.82,286.06,284.21,282.82,281.44,281.9,285.14,287.46,272.7,280.05,282.36,283.75,266.31,276.37,278.21,280.05,270.87,,12,968,29,14.57,
25.03.19 18:07:08,10.3,275.91,277.75,279.13,278.67,282.82,280.98,286.99,282.36,285.6,283.75,282.36,281.44,281.9,285.14,286.99,271.79,279.59,281.9,283.75,266.77,276.37,278.21,280.05,270.41,,12,968,29,14.57,
25.03.19 18:07:23,10.55,275.91,276.83,279.13,279.13,283.29,280.51,286.99,282.82,286.06,284.21,282.82,280.98,281.9,285.14,286.99,271.79,280.51,282.36,283.75,266.77,276.37,278.21,280.05,270.87,,12,968,29,14.57,
25.03.19 18:07:38,10.8,275.91,277.29,279.13,279.13,282.82,280.98,287.46,282.82,286.53,284.67,282.82,281.9,282.36,285.14,286.53,272.7,280.05,281.9,283.75,266.31,276.83,278.21,280.05,270.87,,12,968,29,14.57,
25.03.19 18:07:53,11.05,275.45,276.83,278.67,278.67,282.36,280.51,286.99,282.36,286.06,283.75,282.82,280.51,281.44,284.67,286.53,272.24,280.05,281.9,282.82,266.31,276.37,277.75,280.05,270.41,,12,968,29,14.57,
25.03.19 18:08:08,11.3,276.37,277.29,278.67,278.67,282.36,280.51,287.46,282.36,286.06,284.21,282.82,280.98,281.9,284.67,286.06,272.24,280.05,281.9,283.29,266.77,276.83,277.75,280.05,270.87,,12,968,29,14.56,
25.03.19 18:08:23,11.55,275.45,276.83,278.21,278.67,282.36,279.59,286.53,281.9,285.6,283.75,282.36,280.98,281.44,284.21,286.06,271.33,279.59,281.44,282.36,265.85,275.91,277.29,279.13,270.41,,12,968,29,14.57,
25.03.19 18:08:38,11.8,275.91,276.83,278.21,278.67,282.36,280.05,286.99,281.9,285.6,283.75,282.36,280.51,281.44,284.67,286.53,271.79,279.13,281.44,282.82,266.31,275.91,277.75,279.59,270.41,,12,968,29,14.57,
25.03.19 18:08:53,12.05,275.91,276.83,278.21,278.67,282.36,280.05,286.53,282.36,285.6,283.29,281.9,280.51,281.44,284.21,286.06,271.33,279.13,280.51,282.82,265.85,275.91,277.29,279.59,270.41,,12,968,29,14.56,
25.03.19 18:09:08,12.3,275.45,276.37,277.75,278.21,282.36,279.59,285.6,281.9,285.14,283.29,281.44,280.98,280.98,284.21,286.06,271.33,279.59,281.44,282.36,265.85,276.37,277.29,279.13,270.41,,12,968,29,14.57,
25.03.19 18:09:23,12.55,274.99,276.37,277.75,278.21,281.9,279.59,285.6,281.44,285.14,282.82,281.44,280.51,281.44,283.75,285.6,271.33,278.67,280.98,282.36,265.4,275.91,277.29,278.67,269.96,,12,968,29,14.56,
25.03.19 18:09:38,12.8,275.45,276.83,277.75,278.67,281.9,279.13,286.06,281.9,285.14,283.29,281.44,280.51,280.51,284.21,285.6,271.33,279.13,280.98,281.9,265.4,275.91,277.29,279.13,269.96,,12,968,29,14.56,
25.03.19 18:09:53,13.05,274.99,276.37,277.75,277.75,281.44,279.59,286.06,281.44,285.14,282.82,281.44,279.59,280.51,283.29,286.06,271.33,279.13,280.51,281.9,265.4,275.91,276.83,278.67,269.5,,12,968,29,14.56,
25.03.19 18:10:08,13.3,274.99,276.83,278.21,278.67,281.44,279.13,286.06,280.98,285.6,282.82,281.9,280.51,280.98,283.29,285.14,271.33,279.13,280.51,282.36,264.95,275.91,276.83,279.13,269.96,,12,968,29,14.56,
25.03.19 18:10:23,13.55,274.08,275.91,276.83,277.29,281.44,278.67,285.6,280.51,284.67,281.9,280.98,280.05,280.51,283.29,285.14,270.87,278.21,280.05,281.44,264.49,274.99,276.37,278.21,269.5,,12,968,29,14.54,
25.03.19 18:10:38,13.8,274.53,275.45,277.29,277.29,281.44,278.67,285.14,280.51,284.67,281.9,280.98,279.59,280.05,283.29,284.67,270.87,278.21,279.59,280.98,264.49,275.45,276.37,278.67,269.04,,12,968,29,14.54,
25.03.19 18:10:53,14.05,274.53,275.45,276.83,277.75,281.44,278.21,285.14,280.98,285.14,282.36,280.98,279.13,280.51,283.29,285.14,270.41,278.21,279.59,280.98,264.95,275.45,276.37,278.67,269.5,,12,968,29,14.54,
25.03.19 18:11:08,14.3,274.08,275.45,276.83,276.83,280.98,278.21,285.14,280.51,284.21,281.9,280.51,279.59,280.05,282.36,284.67,269.96,277.75,279.59,280.98,264.95,274.99,275.91,278.21,269.5,,12,968,29,14.54,
25.03.19 18:11:23,14.55,274.08,275.45,276.83,277.29,280.98,278.21,285.14,280.51,284.21,281.9,280.51,279.13,280.05,283.29,284.21,270.41,278.21,279.13,280.98,264.49,274.53,276.37,278.21,269.5,,12,968,29,14.54,
25.03.19 18:11:38,14.8,274.08,275.45,276.83,277.29,281.44,278.21,285.14,280.51,284.67,281.44,280.05,279.59,280.05,282.82,284.67,270.41,278.21,279.59,280.98,264.49,274.99,276.37,278.21,269.5,,12,968,29,14.54,
25.03.19 18:11:53,15.05,273.62,274.53,276.37,276.37,280.51,277.75,284.67,280.05,284.21,281.44,279.59,278.67,279.59,282.36,284.21,269.96,277.75,279.13,280.05,264.04,274.53,275.91,277.29,269.04,,12,968,29,14.54,
25.03.19 18:12:08,15.3,274.08,275.45,276.37,276.37,280.51,278.21,284.67,279.59,284.21,281.44,280.05,279.13,280.05,282.36,284.21,270.41,277.29,278.67,280.05,264.04,274.53,275.91,277.75,269.04,,12,968,29,14.54,
25.03.19 18:12:23,15.55,274.08,274.99,276.37,276.83,280.98,277.75,284.67,280.51,284.21,280.98,280.05,279.13,280.05,282.36,284.21,270.41,277.75,279.13,280.05,264.04,274.53,275.91,277.75,269.04,,12,968,29,14.52,
25.03.19 18:12:38,15.8,273.62,274.99,276.37,276.83,280.98,277.29,284.67,280.05,283.75,281.44,279.59,279.13,279.59,281.9,283.75,270.41,277.29,279.59,279.59,264.49,274.53,275.45,277.29,269.04,,12,968,29,14.54,
25.03.19 18:12:53,16.05,273.62,275.45,276.37,276.83,280.51,278.21,284.67,280.51,283.75,281.44,279.59,279.13,279.59,282.36,283.75,269.96,277.75,279.13,280.05,264.49,274.53,275.91,277.29,268.59,,12,968,29,14.54,
25.03.19 18:13:08,16.3,273.62,274.99,275.91,276.37,280.05,277.75,284.21,279.59,283.29,280.98,279.13,278.67,279.59,281.9,283.29,269.96,277.29,278.67,279.59,264.04,274.53,275.91,277.29,268.59,,12,968,29,14.52,
25.03.19 18:13:23,16.55,273.62,274.08,275.91,276.37,280.51,277.29,283.75,280.05,283.29,280.98,279.13,278.21,279.59,281.44,283.75,269.96,277.29,278.21,279.59,263.58,274.08,275.45,277.29,268.59,,12,968,29,14.52,
25.03.19 18:13:39,16.82,273.62,274.53,275.91,276.83,280.05,276.83,284.21,279.13,283.75,280.98,278.67,278.21,279.13,281.44,283.75,269.5,277.29,278.21,279.59,263.13,274.08,274.99,277.29,268.59,,12,968,29,14.52,
25.03.19 18:13:54,17.07,273.16,274.53,275.45,275.91,279.59,277.29,283.75,279.13,282.82,280.51,279.13,278.67,279.13,281.9,283.75,269.5,276.37,278.21,278.67,263.13,273.62,275.45,276.83,268.59,,12,968,29,14.52,
25.03.19 18:14:09,17.32,273.16,274.53,275.45,276.37,280.05,276.83,283.75,279.59,283.29,280.51,278.21,278.67,279.13,281.44,283.29,269.04,277.29,277.75,279.59,263.58,274.08,274.99,276.37,268.13,,12,968,29,14.52,
25.03.19 18:14:24,17.57,273.16,274.53,275.45,276.37,280.05,276.83,283.75,278.67,282.82,280.51,279.13,278.21,279.13,281.44,283.29,269.04,277.29,278.21,279.13,263.13,274.08,274.99,276.83,268.59,,12,968,29,14.5,
25.03.19 18:14:39,17.82,273.16,274.08,275.45,275.91,279.59,276.83,283.29,278.67,282.82,280.05,278.21,278.21,278.21,280.98,282.82,269.04,276.83,278.21,278.67,262.67,274.08,274.53,276.83,268.13,,12,968,29,14.5,
25.03.19 18:14:54,18.07,273.62,274.53,275.91,276.37,280.05,276.83,283.75,279.59,283.29,280.05,278.67,278.67,279.59,281.44,282.82,269.96,276.83,278.21,279.13,263.58,273.62,274.53,276.83,268.13,,12,968,29,14.48,
25.03.19 18:15:09,18.32,273.16,274.53,275.91,275.91,280.05,276.83,283.29,279.13,283.29,280.05,278.67,278.67,279.13,281.44,282.82,269.5,276.83,277.75,279.13,262.67,274.08,274.99,276.83,268.59,,12,968,29,14.5,
25.03.19 18:15:24,18.57,272.7,273.62,274.53,275.91,279.59,276.37,283.29,279.13,283.29,280.05,278.21,277.75,278.67,280.51,282.82,268.59,276.37,277.75,279.13,262.22,273.62,274.53,275.91,268.13,,12,968,29,14.48,
25.03.19 18:15:39,18.82,272.7,274.08,274.99,275.45,279.59,275.91,282.82,278.67,282.36,279.59,277.75,277.75,278.21,280.05,282.36,268.59,275.91,277.29,278.21,262.22,273.16,274.08,275.91,267.68,,12,968,29,14.47,
25.03.19 18:15:54,19.07,272.7,274.08,274.99,275.45,279.59,275.91,283.29,278.21,282.82,279.59,277.29,277.75,278.67,280.51,282.36,268.59,275.91,277.29,278.21,262.22,273.16,274.08,275.91,267.68,,12,968,29,14.47,
25.03.19 18:16:09,19.32,272.7,273.62,274.53,275.91,279.59,275.91,283.29,279.13,282.82,279.59,278.21,277.29,278.21,280.05,281.9,268.59,275.91,277.29,278.21,262.22,273.62,274.53,276.37,267.68,,12,968,29,14.47,
25.03.19 18:16:24,19.57,272.7,273.62,274.53,274.99,279.13,275.45,282.36,278.67,282.36,279.13,277.29,277.29,277.75,280.05,281.44,268.59,275.45,277.29,278.21,261.77,273.16,274.08,276.37,267.22,,12,968,29,14.47,
25.03.19 18:16:39,19.82,273.16,273.62,274.99,275.91,279.59,276.37,282.82,278.21,282.36,279.13,277.75,277.75,278.21,280.05,281.9,268.59,275.91,277.29,277.75,262.22,273.62,274.53,275.45,267.68,,12,968,29,14.45,
25.03.19 18:16:54,20.07,273.16,273.62,274.53,275.45,279.59,275.91,282.36,278.21,281.9,279.59,277.75,277.29,278.21,280.05,281.9,268.59,275.91,276.83,278.21,262.22,273.16,273.62,275.91,267.68,,12,968,29,14.47,
25.03.19 18:17:09,20.32,273.16,273.16,274.53,274.99,279.13,275.45,282.82,278.21,282.36,279.59,276.83,277.75,278.21,280.05,281.9,268.13,275.91,276.83,277.75,262.22,272.7,274.08,275.91,267.68,,12,968,29,14.45,
25.03.19 18:17:24,20.57,272.24,273.16,273.62,274.99,278.67,274.99,281.9,277.75,281.9,278.21,276.83,276.83,277.75,279.59,281.44,267.68,274.99,275.91,277.75,261.31,272.7,273.16,275.45,266.77,,12,968,29,14.45,
25.03.19 18:17:39,20.82,272.24,273.16,274.08,274.99,278.67,274.99,282.36,277.75,281.9,278.67,276.83,276.83,278.21,279.59,280.98,267.68,274.99,276.37,277.29,261.77,272.7,273.62,274.99,267.22,,12,968,29,14.45,
25.03.19 18:17:54,21.07,271.79,272.7,274.08,274.99,278.67,275.45,281.9,277.29,281.44,278.67,276.83,276.83,277.29,279.13,280.98,267.22,274.99,275.45,276.83,261.31,272.24,273.16,274.99,267.22,,12,968,29,14.45,
25.03.19 18:18:09,21.32,272.24,272.7,273.62,274.53,278.21,274.53,281.44,277.29,281.9,278.21,276.37,276.37,277.75,279.59,280.98,267.68,274.99,275.91,276.37,261.31,272.24,273.16,274.53,266.77,,12,968,29,14.43,
25.03.19 18:18:24,21.57,272.24,272.7,273.62,274.53,278.67,274.99,281.9,277.75,281.9,278.67,276.37,276.83,277.75,279.59,280.98,268.13,274.99,276.37,276.83,261.77,272.7,273.62,274.99,267.22,,12,968,29,14.43,
25.03.19 18:18:39,21.82,272.24,272.7,273.62,274.99,278.67,274.99,281.9,277.75,281.9,278.67,276.83,276.37,277.75,279.59,281.44,268.13,274.99,275.91,276.83,261.77,272.24,273.62,274.99,267.22,,12,968,29,14.43,
25.03.19 18:18:54,22.07,272.24,272.7,273.16,274.08,278.67,274.53,281.44,277.75,281.9,278.21,276.37,276.83,277.75,279.59,280.98,267.68,274.99,275.91,276.83,261.77,272.24,273.16,275.45,267.22,,12,968,29,14.43,
25.03.19 18:19:09,22.32,272.24,272.24,273.62,274.08,278.21,274.53,281.44,277.29,281.44,278.67,276.37,276.37,277.75,279.13,280.98,267.68,274.99,275.91,276.83,260.86,272.7,273.16,274.99,267.22,,12,968,29,14.45,
25.03.19 18:19:24,22.57,272.24,272.7,273.62,274.53,277.75,274.08,281.44,276.83,281.44,277.75,275.91,275.91,277.29,278.67,280.05,267.22,274.08,275.45,276.37,260.86,271.79,272.7,274.53,266.77,,12,968,29,14.41,
25.03.19 18:19:39,22.82,271.79,272.24,273.62,274.08,277.75,274.08,281.44,276.83,280.98,277.75,275.45,275.91,276.83,278.67,280.05,267.22,274.53,275.45,275.91,261.31,271.79,272.7,274.53,266.77,,12,968,29,14.41,
25.03.19 18:19:54,23.07,271.79,272.24,273.16,274.08,278.21,274.08,280.51,276.83,280.98,277.75,275.45,275.91,276.83,278.67,280.51,266.77,274.08,274.99,275.91,260.41,271.79,272.7,274.08,267.22,,12,968,29,14.41,
25.03.19 18:20:09,23.32,271.79,271.79,272.7,274.08,278.21,274.08,280.98,276.37,280.98,277.75,275.45,275.91,276.83,278.21,280.05,267.22,274.08,274.99,275.91,260.41,271.79,272.24,274.08,266.31,,12,968,29,14.4,
25.03.19 18:20:24,23.57,270.87,271.79,272.7,273.62,277.75,273.62,280.05,276.37,280.51,276.83,274.99,275.91,276.37,278.21,280.05,266.77,273.62,274.53,275.45,260.41,271.79,272.24,274.53,266.31,,12,968,29,14.39,
25.03.19 18:20:39,23.82,271.79,271.79,272.7,274.08,278.21,274.08,280.98,276.83,280.98,277.75,275.45,275.91,276.83,278.67,280.05,266.77,274.08,274.99,275.91,260.41,271.79,272.24,274.08,266.31,,12,968,29,14.39,
25.03.19 18:20:54,24.07,271.33,271.79,272.24,273.62,277.29,273.62,280.51,276.37,280.51,277.29,274.53,275.45,276.37,278.21,279.59,265.85,273.62,274.53,275.45,259.96,271.33,271.79,273.62,266.77,,12,968,29,14.39,
25.03.19 18:21:09,24.32,271.33,271.79,272.24,273.62,277.29,273.62,280.98,276.37,280.98,276.83,275.45,274.99,276.83,278.21,280.05,266.31,273.62,274.53,275.45,260.41,271.79,272.24,273.62,265.85,,12,968,29,14.38,
25.03.19 18:21:24,24.57,270.87,271.33,272.24,273.62,276.83,273.16,280.51,276.37,280.51,276.83,274.53,274.99,276.37,277.29,279.59,266.31,272.7,274.08,274.53,259.96,271.33,271.33,273.16,265.85,,12,968,29,14.38,
25.03.19 18:21:39,24.82,271.33,271.79,272.24,273.62,277.75,273.16,280.51,275.91,280.98,276.83,274.99,275.45,276.83,278.21,279.13,266.77,273.62,274.08,274.99,260.41,271.33,272.24,273.16,266.31,,12,968,29,14.38,
